"id","sectoral","level","name","color-id"
"heavily-indebted-poor-countries-and-multilateral-debt-relief-initiative-current-spending","FALSE",3,"Heavily Indebted Poor Countries and Multilateral Debt Relief Initiative Current Spending",
"heavily-indebted-poor-countries-and-multilateral-debt-relief-initiative-financed","FALSE",4,"Heavily Indebted Poor Countries and Multilateral Debt Relief Initiative financed",
"heavily-indebted-poor-countries-debt-relief","FALSE",3,"Heavily Indebted Poor Countries Debt Relief",
"heavily-indebted-poor-countries-flow-savings","FALSE",3,"Heavily Indebted Poor Countries Flow Savings",
"heavily-indebted-poor-countries-grant-relief","FALSE",3,"Heavily Indebted Poor Countries Grant Relief",
"heavily-indebted-poor-countries-initiative-funded-expenditure","FALSE",2,"Heavily Indebted Poor Countries Initiative Funded Expenditure",
"heavily-indebted-poor-countries-initiative-resources","FALSE",4,"Heavily Indebted Poor Countries Initiative Resources",
"heavily-indebted-poor-countries-interim-relief","FALSE",2,"Heavily Indebted Poor Countries Interim Relief","grey-mid"
"heavily-indebted-poor-countries-multilateral","FALSE",3,"Heavily Indebted Poor Countries Multilateral",
"highways","FALSE",3,"Highways",
"hipc-grant-relief","FALSE",3,"Hipc Grant Relief",
"households","FALSE",4,"Households",
"housing-compensation","FALSE",4,"Housing Compensation",
"housing-subsidies","FALSE",4,"Housing Subsidies",
"hydrocarbon-domestic-revenue","FALSE",4,"Hydrocarbon Domestic Revenue",
"hydrocarbon-revenue","FALSE",3,"Hydrocarbon Revenue",
"hydrocongo","FALSE",5,"Hydrocongo",
"hydropower","FALSE",5,"Hydropower",
"imf","FALSE",3,"IMF",
"imf-extended-credit-facility","FALSE",3,"IMF Extended Credit Facility",
"imf-transactions","FALSE",3,"IMF Transactions",
"implicit-fuel-subsidy","FALSE",3,"Implicit Fuel Subsidy",
"import-and-excise-duties","FALSE",4,"Import and Excise Duties",
"import-duties","FALSE",4,"Import Duties",
"import-duties-and-taxes","FALSE",5,"Import Duties and Taxes",
"import-duty","FALSE",4,"Import Duty",
"import-tariffs","FALSE",6,"Import Tariffs",
"import-tax","FALSE",5,"Import Tax",
"import-taxall-others","FALSE",5,"Import TaxAll Others",
"import-taxes","FALSE",4,"Import Taxes",
"import-taxfuel","FALSE",5,"Import TaxFuel",
"imports","FALSE",5,"Imports",
"income-and-profit","FALSE",5,"Income and Profit",
"income-and-profit-taxes","FALSE",4,"Income and Profit Taxes",
"income-and-profits","FALSE",4,"Income and profits",
"income-and-property","FALSE",4,"Income and Property",
"income-from-capital-transactions","FALSE",3,"Income from capital transactions",
"income-of-budgetary-institutions","FALSE",4,"Income of Budgetary Institutions",
"income-on-assets","FALSE",4,"Income on Assets",
"income-profits-and-capital-gains","FALSE",4,"Income Profits and Capital Gains",
"income-tax","FALSE",4,"Income Tax",
"income-tax--corporations","FALSE",4,"Income Tax - Corporations",
"income-tax--individuals","FALSE",4,"Income Tax - Individuals",
"income-tax-on-capital-gains-and-dividends","FALSE",5,"Income Tax on Capital Gains and Dividends",
"income-tax-on-interest-income","FALSE",5,"Income Tax on Interest Income",
"income-tax-on-profits","FALSE",5,"Income Tax on Profits",
"income-tax-on-wages-and-salaries","FALSE",5,"Income Tax on Wages and Salaries",
"income-tax-paye","FALSE",5,"Income tax PAYE",
"income-taxes","FALSE",4,"Income Taxes",
"increase-in-expenditure-arrears","FALSE",2,"Increase in Expenditure Arrears","grey-mid"
"increase-in-principal-debt-arrears","FALSE",2,"Increase in Principal Debt Arrears","grey-mid"
"independence-day-investment","FALSE",4,"Independence Day Investment",
"indirect-and-other-taxes","FALSE",4,"Indirect and Other Taxes",
"indirect-tax","FALSE",4,"Indirect Tax",
"indirect-taxes","FALSE",4,"Indirect taxes",
"individual-income-tax","FALSE",5,"Individual Income Tax",
"infrastructure-and-natural-resources","FALSE",3,"Infrastructure And Natural Resources",
"infrastructure-levy","FALSE",4,"Infrastructure levy",
"instituto-para-el-desarrollo-humano-and-royalties","FALSE",4,"Instituto Para El Desarrollo Humano and Royalties",
"instituto-para-la-proteccion-al-ahorro-bancario--and-debtor-support-programs","FALSE",4,"Instituto para la Proteccion al Ahorro Bancario  and Debtor Support Programs",
"insurance-pensions-and-standardized-guarantee-schemes","FALSE",3,"Insurance pensions and standardized guarantee schemes",
"interest","FALSE",2,"Interest",
"interest-3","FALSE",3,"Interest 3",
"interest-and-dividends","FALSE",4,"Interest and Dividends",
"interest-due","FALSE",2,"Interest Due",
"interest-expenditure","FALSE",2,"Interest Expenditure",
"interest-expense","FALSE",3,"Interest Expense",
"interest-income","FALSE",4,"Interest Income",
"interest-obligations","FALSE",3,"Interest Obligations",
"interest-on-deposits","FALSE",2,"Interest on Deposits",
"interest-payments","FALSE",3,"Interest payments",
"interest-rent-and-dividends","FALSE",4,"Interest Rent and Dividends",
"intergovernmental-transfers","FALSE",4,"Intergovernmental Transfers",
"international-trade","FALSE",4,"International Trade",
"international-trade-and-operations-tax","FALSE",4,"International Trade and Operations Tax",
"international-trade-taxes","FALSE",4,"International Trade Taxes",
"investment","FALSE",3,"Investment",
"investment-expenditure","FALSE",2,"Investment Expenditure",
"investment-expenditure-and-net-lending","FALSE",2,"Investment Expenditure and Net Lending",
"investment-expenditures","FALSE",2,"Investment Expenditures",
"investment-income","FALSE",4,"Investment Income",
"investment-management-guidelines-for-heavily-indebted-poor-countries-initiative-assistance","FALSE",3,"Investment Management Guidelines for Heavily Indebted Poor Countries Initiative Assistance",
"investments-abroad","FALSE",3,"Investments Abroad",
"issuance","FALSE",3,"Issuance",
"itaipuyacyreta-hydroelectric-plants","FALSE",4,"Itaipu-Yacyreta Hydroelectric Plants",
"japanese-debt-relief-account","FALSE",3,"Japanese Debt Relief Account",
"la-socit-gabonaise-de-raffinage-trnsfer","FALSE",4,"La Socit Gabonaise De Raffinage Trnsfer",
"land-sales-and-privatization-proceeds","FALSE",3,"Land Sales and Privatization Proceeds",
"land-tax","FALSE",5,"Land Tax",
"liquefied-natural-gas--exports","FALSE",4,"Liquefied Natural Gas  Exports",
"loan-financed-reconstruction-expenditure","FALSE",4,"Loan Financed Reconstruction Expenditure",
"loans","FALSE",3,"Loans",
"local-authorities","FALSE",3,"Local Authorities",
"local-government-authority","FALSE",4,"Local Government Authority",
"local-government-expenditure","FALSE",3,"Local Government Expenditure",
"local-government-expenditures","FALSE",3,"Local Government Expenditures",
"local-government-fees","FALSE",4,"Local Government Fees",
"local-government-revenue","FALSE",4,"Local Government Revenue",
"local-government-taxes","FALSE",4,"Local Government Taxes",
"local-governments","FALSE",3,"Local Governments",
"local-public-sector-investment-programme","FALSE",3,"Local Public Sector Investment Programme",
"local-trust-funds","FALSE",4,"Local Trust Funds",
"lowincome-support-in-the-budget","FALSE",3,"Low-Income Support In The Budget",
"macroeconomic-support","FALSE",3,"Macroeconomic Support",
"maintenance","FALSE",3,"Maintenance",
"maize-purchases","FALSE",4,"Maize Purchases",
"marketing-tourism-tax","FALSE",4,"Marketing Tourism Tax",
"material-and-supplies","FALSE",3,"Material and Supplies",
"materials-and-supplies","FALSE",4,"Materials and Supplies",
"military","FALSE",4,"Military",
"military-expenditure","FALSE",3,"Military Expenditure",
"millennium-challenge-account-funding","FALSE",3,"Millennium Challenge Account Funding",
"mineral","FALSE",5,"Mineral",
"mineral-royalties-and-dividends","FALSE",4,"Mineral Royalties and Dividends",
"mining","FALSE",5,"Mining",
"mining-revenue","FALSE",4,"Mining Revenue",
"mining-royalties-and-license","FALSE",4,"Mining Royalties and License",
"mining-tax","FALSE",5,"Mining Tax",
"ministerial-and-departmental-fees-aia","FALSE",4,"Ministerial and Departmental Fees AIA",
"minor-capital","FALSE",3,"Minor Capital",
"miscellaneous-and-unidentified-revenue","FALSE",4,"Miscellaneous and Unidentified Revenue",
"miscellaneous-other-expense","FALSE",3,"Miscellaneous other expense",
"mitigating-measures","FALSE",4,"Mitigating Measures",
"monetary-gold","FALSE",3,"Monetary gold",
"monetary-sector","FALSE",3,"Monetary Sector",
"monuc-receipts","FALSE",4,"Monuc Receipts",
"movement-in-zimbabwes-special-drawing-rights-holdings-net","FALSE",3,"Movement in ZimbabweS Special Drawing Rights Holdings Net",
"mudjahidins-pensions","FALSE",3,"Mudjahidins Pensions",
"multilateral-agencies","FALSE",4,"Multilateral Agencies",
"multilateral-debt-relief-initiative","FALSE",4,"Multilateral Debt Relief Initiative",
"multilateral-debt-relief-initiative--assistance-via-the-central-bank","FALSE",3,"Multilateral Debt Relief Initiative  assistance via the central bank",
"multilateral-debt-relief-initiative--capital-transfer","FALSE",3,"Multilateral Debt Relief Initiative  capital transfer",
"multilateral-debt-relief-initiative--grants","FALSE",3,"Multilateral Debt Relief Initiative  Grants",
"multilateral-debt-relief-initiative-assistance","FALSE",3,"Multilateral Debt Relief Initiative Assistance",
"multilateral-debt-relief-initiative-grants","FALSE",3,"Multilateral Debt Relief Initiative grants",
"multilateral-debt-relief-initiative-imf-grant-relief","FALSE",3,"Multilateral Debt Relief Initiative Imf Grant Relief",
"multilateral-debt-relief-initiative-imf-related","FALSE",4,"Multilateral Debt Relief Initiative Imf Related",
"multipurpose-development-projects","FALSE",3,"Multi-Purpose Development Projects",
"national-aids-commission","FALSE",4,"National Aids Commission",
"national-and-local-elections","FALSE",4,"National and Local Elections",
"national-bank-of-the-kyrgyz-republic","FALSE",3,"National Bank Of The Kyrgyz Republic",
"national-bank-of-the-kyrgyz-republic-spending","FALSE",2,"National Bank of The Kyrgyz Republic spending",
"national-bank-oftajikistan","FALSE",3,"National Bank ofTajikistan",
"national-board-of-revenue-nbr-taxes","FALSE",4,"National Board of Revenue NBR taxes",
"national-departments","FALSE",4,"National Departments",
"national-investment-plan","FALSE",3,"National Investment Plan",
"national-judicial-council","FALSE",5,"National Judicial Council",
"national-oil-company","FALSE",3,"National Oil Company",
"national-refinery-coraf","FALSE",5,"National Refinery Coraf",
"national-taxes","FALSE",4,"National Taxes",
"nationalization-cost","FALSE",4,"Nationalization Cost",
"nato-training-missionafghanistan","FALSE",4,"NATO Training Mission-Afghanistan",
"net-acquisition-of-financial-assets","FALSE",2,"Net Acquisition of Financial Assets",
"net-acquistion-of-financial-assets","FALSE",2,"Net Acquistion of Financial Assets",
"net-amortization","FALSE",3,"Net Amortization",
"net-bank-loan-financing","FALSE",3,"Net Bank Loan Financing",
"net-bond-financing","FALSE",3,"Net Bond Financing",
"net-borrowing","FALSE",3,"Net Borrowing",
"net-change-in-arrears","FALSE",2,"Net Change in Arrears",
"net-change-in-external-arrears","FALSE",3,"Net Change in External Arrears",
"net-change-in-external-cash-balance","FALSE",3,"Net Change In External Cash Balance",
"net-changes-in-cash-balances","FALSE",3,"Net Changes In Cash Balances",
"net-commercial-bank-credit","FALSE",3,"Net Commercial Bank Credit",
"net-credit-from-the-banking-system","FALSE",3,"Net Credit From The Banking System",
"net-domestic","FALSE",2,"Net Domestic",
"net-domestic-fianace","FALSE",2,"Net Domestic Fianace",
"net-domestic-finance","FALSE",2,"Net domestic finance",
"net-domestic-finance-of-the-central-government","FALSE",3,"Net Domestic Finance of the Central Government",
"net-domestic-financing","FALSE",2,"Net Domestic Financing",
"net-errors-and-omissions","FALSE",2,"Net Errors and Omissions","grey-mid"
"net-external-finance","FALSE",2,"Net External Finance",
"net-external-financing","FALSE",2,"Net External Financing",
"net-finance","FALSE",1,"Net Finance",
"net-foreign-finance-of-the-central-government","FALSE",3,"Net Foreign Finance of the Central Government",
"net-incurrence-of-liabilities","FALSE",2,"Net incurrence of liabilities",
"net-inkind-us-loans","FALSE",3,"Net In-Kind US Loans",
"net-issuance-of-bonds","FALSE",3,"Net Issuance of Bonds",
"net-lending","FALSE",2,"Net lending",
"net-longterm-borrowing","FALSE",2,"Net Long-Term Borrowing",
"net-national-bank-of-georgia-credit","FALSE",3,"Net National Bank of Georgia Credit",
"net-revenue-from-oil","FALSE",4,"Net Revenue from Oil",
"net-shortterm-loans","FALSE",3,"Net Short-Term Loans",
"net-tbill-issuance","FALSE",3,"Net T-Bill Issuance",
"net-transfers","FALSE",3,"Net Transfers",
"new-police-force-ssr-program","FALSE",3,"New Police Force Ssr Program",
"new-turnover-tax","FALSE",5,"New Turnover Tax",
"ney-domestic-finance","FALSE",2,"Ney Domestic Finance",
"nic-contributions-and-retirement","FALSE",3,"NIC contributions and retirement",
"nigerian-national-petroleum-corporation-cash-calls","FALSE",5,"Nigerian National Petroleum Corporation Cash Calls",
"nlb-of-public-entities-indi-rect-control","FALSE",4,"Nlb Of Public Entities Indi Rect Control",
"no-resource-revenue","FALSE",3,"No Resource Revenue",
"non-bank-financing","FALSE",3,"Non Bank Financing",
"non-heavily-indebted-poor-countries-and-multilateral-debt-relief-initiative-financed","FALSE",4,"Non Heavily Indebted Poor Countries and Multilateral Debt Relief Initiative financed",
"non-resource-revenue","FALSE",3,"Non Resource Revenue",
"nonannual-development-program--adp-capital-spending","FALSE",3,"Non-Annual Development Program  ADP capital spending",
"nonbank","FALSE",3,"Nonbank",
"nonbank-financing","FALSE",3,"Nonbank Financing",
"nonbank-sector","FALSE",3,"Nonbank Sector",
"nonbanks","FALSE",3,"Non-banks",
"nonbanks-and-other","FALSE",3,"Nonbanks and Other",
"nonconcessional-borrowing","FALSE",3,"Non-Concessional Borrowing",
"nonconcessional-loans","FALSE",3,"Nonconcessional Loans",
"nondefense","FALSE",4,"Non-Defense",
"none","FALSE",2,"None",
"nonenergy-guarantees","FALSE",4,"Nonenergy Guarantees",
"nongrant-financed","FALSE",3,"Non-Grant Financed",
"nonhydrocarbon-revenue","FALSE",3,"Nonhydrocarbon Revenue",
"noninterest-recurrent-expenditures","FALSE",3,"Noninterest Recurrent Expenditures",
"nonmineral","FALSE",5,"Nonmineral",
"nonmining","FALSE",5,"Nonmining",
"nonmonetary-sector","FALSE",3,"Non-Monetary Sector",
"nonnational-board-of-revenue-nbr-taxes","FALSE",4,"Non-National Board of Revenue NBR taxes",
"nonoil","FALSE",4,"Non-Oil",
"nonoil-investment-expenditures","FALSE",3,"Non-Oil Investment Expenditures",
"nonoil-revenue","FALSE",3,"Non-Oil Revenue",
"nonoil-sector-revenue","FALSE",3,"Non-Oil Sector Revenue",
"nonoil-tax-revenue","FALSE",4,"Non-Oil Tax Revenue",
"nonoil-tax-revenues","FALSE",4,"Non-Oil Tax Revenues",
"nonpension-payments","FALSE",4,"Nonpension Payments",
"nonproject","FALSE",3,"Nonproject",
"nonproject-financing","FALSE",4,"Nonproject Financing",
"nonproject-support","FALSE",4,"Nonproject Support",
"nonresource-revenue","FALSE",4,"Nonresource Revenue",
"nontax","FALSE",3,"Non-Tax",
"nontax-and-current-transfers","FALSE",3,"Nontax and Current Transfers",
"nontax-domestic-revenues","FALSE",4,"Nontax Domestic Revenues",
"nontax-external-revenues","FALSE",4,"Nontax External Revenues",
"nontax-revenue","FALSE",3,"Nontax Revenue",
"nontax-revenue-residual","FALSE",3,"Nontax Revenue Residual",
"nontax-revenue-with-grants-and-balance","FALSE",4,"Nontax Revenue with Grants and Balance",
"nontax-revenues","FALSE",3,"Nontax Revenues",
"nontrade-tax","FALSE",4,"Nontrade tax",
"offbudget-grantfinanced-current-spending","FALSE",4,"Off-budget grant-financed current spending",
"offbudget-grants","FALSE",3,"Off-Budget Grants",
"official","FALSE",3,"Official",
"official-grants","FALSE",2,"Official Grants",
"oil","FALSE",4,"Oil",
"oil-account","FALSE",3,"Oil Account",
"oil-account-contribution-to-the-budget","FALSE",4,"Oil Account Contribution to The Budget",
"oil-and-gas-revenue","FALSE",4,"Oil and Gas Revenue",
"oil-and-gas-surcharges-and-other","FALSE",5,"Oil And Gas Surcharges And Other",
"oil-bonuses","FALSE",2,"Oil Bonuses","grey-mid"
"oil-derivative-imports","FALSE",4,"Oil Derivative Imports",
"oil-excises","FALSE",5,"Oil Excises",
"oil-exports-revenues","FALSE",4,"Oil Exports Revenues",
"oil-fees","FALSE",5,"Oil Fees",
"oil-fund","FALSE",3,"Oil Fund",
"oil-fund-includes-treasury-balances","FALSE",3,"Oil Fund Includes Treasury Balances",
"oil-fund-revenues","FALSE",4,"Oil Fund Revenues",
"oil-investment-expenditures","FALSE",3,"Oil Investment Expenditures",
"oil-reserve-fund","FALSE",4,"Oil Reserve Fund",
"oil-revenue","FALSE",3,"Oil Revenue",
"oil-revenues","FALSE",4,"Oil Revenues",
"oil-sector-revenue","FALSE",3,"Oil Sector Revenue",
"oil-signature-bonuses","FALSE",3,"Oil Signature Bonuses",
"oil-surplus","FALSE",4,"Oil Surplus",
"oil-tax-revenue","FALSE",4,"Oil Tax Revenue",
"oilforfood-program-financed-reconstruction-expenditure","FALSE",4,"Oil-For-Food Program Financed Reconstruction Expenditure",
"oilgas-receipts","FALSE",4,"OilGas Receipts",
"oilgas-revenue-savings","FALSE",3,"OilGas Revenue Savings",
"on-domestic-debt","FALSE",4,"On Domestic Debt",
"on-external-debt","FALSE",4,"On External Debt",
"on-restructured-obligations","FALSE",5,"On Restructured Obligations",
"oneoff-operations","FALSE",3,"One-Off Operations",
"operating-expenditures-of-oilrelated-public-enterprises","FALSE",4,"Operating Expenditures of Oil-Related Public Enterprises",
"operating-expenses","FALSE",3,"Operating Expenses",
"operating-income","FALSE",4,"Operating Income",
"operating-surplus-of-public-enterprises","FALSE",4,"Operating Surplus of Public Enterprises",
"operating-surplus-of-the-central-bank","FALSE",4,"Operating Surplus of the Central Bank",
"operating-surplus-of-the-public-enterprises","FALSE",4,"Operating Surplus of the Public Enterprises",
"operations-and-maintenance","FALSE",3,"Operations and Maintenance",
"operations-with-assets","FALSE",3,"Operations with Assets",
"oter-interest-payments","FALSE",4,"Oter Interest Payments",
"othe-domestic","FALSE",3,"Othe Domestic",
"other","FALSE",2,"Other","grey-mid"
"other--current-revenue","FALSE",4,"Other  Current Revenue",
"other-accounts-payable","FALSE",3,"Other Accounts Payable",
"other-accounts-receivable","FALSE",3,"Other accounts receivable",
"other-benefits-and-spending","FALSE",4,"Other Benefits and Spending",
"other-bonds","FALSE",4,"Other Bonds",
"other-borrowing","FALSE",4,"Other Borrowing",
"other-budget-revenue-tax-and-nontax","FALSE",3,"Other Budget Revenue Tax And Nontax",
"other-capital-expenditure","FALSE",3,"Other Capital Expenditure",
"other-capital-spending","FALSE",3,"Other Capital Spending",
"other-central-government-revenue","FALSE",4,"Other Central Government Revenue",
"other-civilian-goods-and-services","FALSE",3,"Other Civilian Goods and Services",
"other-companies","FALSE",5,"Other companies",
"other-concessional","FALSE",4,"Other Concessional",
"other-contributions","FALSE",3,"Other Contributions",
"other-country","FALSE",4,"Other Country",
"other-current","FALSE",3,"Other Current",
"other-current-expenditure","FALSE",3,"Other Current Expenditure",
"other-current-expenditures","FALSE",3,"Other Current Expenditures",
"other-current-grants","FALSE",4,"Other Current Grants",
"other-deomestically-financed","FALSE",4,"Other Deomestically Financed",
"other-direct-taxes","FALSE",4,"Other Direct Taxes",
"other-disbursements","FALSE",4,"Other Disbursements",
"other-doemstic","FALSE",3,"Other Doemstic",
"other-domerstic","FALSE",3,"Other Domerstic",
"other-domestic","FALSE",3,"Other Domestic",
"other-domestic-bank-financing","FALSE",3,"Other Domestic Bank Financing",
"other-domestic-borrowing","FALSE",3,"Other Domestic Borrowing",
"other-domestic-finance","FALSE",3,"Other Domestic Finance",
"other-domestic-financing","FALSE",3,"Other Domestic Financing",
"other-domestic-interest","FALSE",5,"Other Domestic Interest",
"other-domestically-financed","FALSE",4,"Other Domestically Financed",
"other-domnestically-financed","FALSE",4,"Other Domnestically Financed",
"other-excess-crude-account","FALSE",3,"Other Excess Crude Account",
"other-expenditure","FALSE",2,"Other Expenditure","grey-mid"
"other-expenditure-in-the-budget","FALSE",2,"Other Expenditure in The Budget",
"other-expenditures","FALSE",2,"Other Expenditures","grey-mid"
"other-expendse","FALSE",3,"Other Expendse",
"other-expense","FALSE",3,"Other Expense",
"other-expenses","FALSE",3,"Other Expenses",
"other-external","FALSE",3,"Other External",
"other-external-finance","FALSE",3,"Other External Finance",
"other-external-financing","FALSE",3,"Other External Financing",
"other-finance","FALSE",2,"Other Finance","grey-mid"
"other-financial-assets","FALSE",3,"Other Financial Assets",
"other-financing","FALSE",2,"Other Financing","grey-mid"
"other-foreign-finance","FALSE",3,"Other Foreign Finance",
"other-goods-and-services","FALSE",3,"Other Goods and Services",
"other-goods-and-services-financed-by-donors","FALSE",4,"Other Goods and Services Financed by Donors",
"other-grants","FALSE",3,"Other Grants",
"other-grants-and-transfers","FALSE",4,"Other Grants and Transfers",
"other-hydrocarbon-tax","FALSE",4,"Other Hydrocarbon Tax",
"other-income","FALSE",4,"Other Income",
"other-income-and-profits","FALSE",5,"Other Income and Profits",
"other-income-taxes","FALSE",5,"Other Income Taxes",
"other-indirect-taxes","FALSE",4,"Other Indirect Taxes",
"other-internal-indirect-taxes","FALSE",6,"Other Internal Indirect Taxes",
"other-international-trade-taxes","FALSE",5,"Other International trade taxes",
"other-investment","FALSE",4,"Other Investment",
"other-investment-expenditure","FALSE",4,"Other Investment Expenditure",
"other-loans","FALSE",4,"Other Loans",
"other-mining","FALSE",5,"Other Mining",
"other-national-board-of-revenue-nbr-taxes","FALSE",5,"other National Board of Revenue NBR taxes",
"other-net-credit","FALSE",3,"Other net credit",
"other-nonoil-taxes","FALSE",5,"Other Non-Oil Taxes",
"other-nontax","FALSE",4,"Other Nontax",
"other-nontax-revenue","FALSE",4,"Other Nontax Revenue",
"other-nontax-revenues","FALSE",4,"Other Nontax Revenues",
"other-nonwage","FALSE",3,"Other Nonwage",
"other-oil-revenue","FALSE",4,"Other Oil Revenue",
"other-oil-taxes","FALSE",4,"Other Oil Taxes",
"other-outflows","FALSE",3,"Other Outflows",
"other-personal-income","FALSE",3,"Other Personal Income",
"other-primary-current-expenditure","FALSE",3,"Other Primary Current Expenditure",
"other-production-and-consumption","FALSE",5,"Other production and consumption",
"other-public-institutions","FALSE",4,"Other Public Institutions",
"other-recurrent","FALSE",3,"Other Recurrent",
"other-recurrent--expenditure","FALSE",3,"Other Recurrent  Expenditure",
"other-recurrent-expoenditure","FALSE",3,"Other Recurrent Expoenditure",
"other-recurretn","FALSE",3,"Other Recurretn",
"other-resource-revenue","FALSE",4,"Other Resource Revenue",
"other-revenue","FALSE",3,"Other revenue",
"other-revenues","FALSE",3,"Other Revenues",
"other-sources","FALSE",3,"Other Sources",
"other-subsidies","FALSE",4,"Other Subsidies",
"other-subsidies-and-transfers","FALSE",4,"Other Subsidies and Transfers",
"other-tax","FALSE",4,"Other Tax",
"other-tax-on-domestic-transactions","FALSE",5,"Other Tax on Domestic Transactions",
"other-tax-revenue","FALSE",5,"Other Tax Revenue",
"other-tax-revenues-nonmining","FALSE",4,"Other Tax Revenues Non-Mining",
"other-taxes","FALSE",1,"Other Taxes",
"other-taxes-and-fees","FALSE",5,"Other Taxes and Fees",
"other-taxes-on-gods-and-srevices","FALSE",5,"Other Taxes on Gods and Srevices",
"other-taxes-on-good-and-services","FALSE",5,"Other Taxes on Good and Services",
"other-taxes-on-goods-and-services","FALSE",4,"Other Taxes on Goods and Services",
"other-taxes-residual","FALSE",4,"Other Taxes Residual",
"other-trade-taxes","FALSE",4,"Other Trade Taxes",
"other-transfers","FALSE",2,"Other Transfers",
"other-transfers-and-subsidies","FALSE",4,"Other Transfers and Subsidies",
"other-transfers-to-households","FALSE",4,"Other Transfers to Households",
"other-treasury-outflows","FALSE",4,"Other Treasury Outflows",
"other-treasury-revenue","FALSE",3,"Other Treasury Revenue",
"others","FALSE",2,"Others","grey-mid"
"otther-recurrent","FALSE",3,"Otther Recurrent",
"overhead-cost","FALSE",4,"Overhead Cost",
"overhead-costs-for-donors-financed-projects","FALSE",4,"Overhead Costs for Donors Financed Projects",
"ownresource-financed","FALSE",4,"Own-Resource Financed",
"ownsource-revenue","FALSE",3,"Own-Source Revenue",
"panama-canal-authority-fees-per-ton","FALSE",4,"Panama Canal Authority Fees Per Ton",
"panamas-sales-tax","FALSE",5,"Panamas Sales Tax",
"paris-club-rescheduling","FALSE",2,"Paris Club Rescheduling","grey-mid"
"pay-and-allowances","FALSE",3,"Pay and Allowances",
"payable-by-corporations-and-other-enterprises","FALSE",5,"Payable by corporations and other enterprises",
"payable-by-individuals","FALSE",5,"Payable by individuals",
"payments-for-peacekeeping-operations","FALSE",4,"Payments for Peacekeeping Operations",
"payroll-tax","FALSE",4,"Payroll Tax",
"payroll-taxes","FALSE",4,"Payroll Taxes",
"penalties-on-income-tax","FALSE",5,"Penalties on Income Tax",
"pending-bills","FALSE",3,"Pending Bills",
"pension","FALSE",4,"Pension",
"pension-and-employment-fund","FALSE",3,"Pension And Employment Fund",
"pension-and-gratuities","FALSE",4,"Pension and Gratuities",
"pension-and-social-assistance","FALSE",4,"Pension and Social Assistance",
"pension-copayment","FALSE",3,"Pension Co-Payment",
"pension-fund","FALSE",4,"Pension Fund",
"pension-funds","FALSE",3,"Pension Funds",
"pension-payments","FALSE",4,"Pension Payments",
"pensions","FALSE",3,"Pensions",
"pensions-and-national-insurance-scheme-contributions","FALSE",3,"Pensions and National Insurance Scheme Contributions",
"pensions-and-other-transfers","FALSE",3,"Pensions and Other Transfers",
"pensions-and-scholarships","FALSE",3,"Pensions and Scholarships",
"pensions-and-social-assistance","FALSE",4,"Pensions and Social Assistance",
"pensions-and-social-security","FALSE",4,"Pensions And Social Security",
"pensions-for-defense-and-civil-government","FALSE",6,"Pensions for defense and civil government",
"personal-income","FALSE",4,"Personal Income",
"personal-income-tax","FALSE",4,"Personal Income Tax",
"personal-income-taxes","FALSE",4,"Personal Income Taxes",
"personnel","FALSE",3,"Personnel",
"personnel-allowances","FALSE",4,"Personnel Allowances",
"personnel-cost","FALSE",3,"Personnel Cost",
"personnel-costs","FALSE",3,"Personnel Costs",
"personnel-expenditure","FALSE",3,"Personnel Expenditure",
"petrocaribe","FALSE",4,"Petrocaribe",
"petrocaribe-projects","FALSE",3,"Petrocaribe Projects",
"petrocaribe-savings","FALSE",2,"Petrocaribe Savings","grey-mid"
"petroleum-operations","FALSE",5,"Petroleum Operations",
"petroleum-product-price-subsidies","FALSE",2,"Petroleum Product Price Subsidies",
"petroleum-products","FALSE",4,"Petroleum Products",
"petroleum-profit-tax","FALSE",4,"Petroleum Profit Tax",
"petroleum-profit-tax-and-royalty","FALSE",4,"Petroleum Profit Tax and Royalty",
"petroleum-royalties-and-taxes","FALSE",4,"Petroleum Royalties And Taxes",
"petroleum-royalty","FALSE",4,"Petroleum Royalty",
"petroleum-surcharge","FALSE",5,"Petroleum Surcharge",
"placements","FALSE",4,"Placements",
"possible-financing-201114-excluding-imf","FALSE",2,"Possible Financing 2011-14 Excluding Imf",
"poverty-reducing-expenditure","FALSE",3,"Poverty Reducing Expenditure",
"price-stabilization-fund-expenditure","FALSE",4,"Price Stabilization Fund Expenditure",
"price-stabilization-fund-revenue","FALSE",3,"Price Stabilization Fund Revenue",
"primary-current-spending","FALSE",3,"Primary Current Spending",
"primary-expenditure","FALSE",2,"Primary Expenditure",
"principal-repayment","FALSE",3,"Principal Repayment",
"private","FALSE",3,"Private",
"private-financing","FALSE",3,"Private Financing",
"private-mining-companies","FALSE",4,"Private Mining Companies",
"private-sector","FALSE",3,"Private Sector",
"privatization","FALSE",2,"Privatization","grey-mid"
"privatization-and-longterm-lease-of-fixed-assets","FALSE",2,"Privatization and Long-Term Lease Of Fixed Assets",
"privatization-and-other-extraordinary-receipts","FALSE",2,"Privatization and Other Extraordinary Receipts",
"privatization-proceeds","FALSE",2,"Privatization Proceeds","grey-mid"
"privatization-receipts","FALSE",2,"Privatization receipts","grey-mid"
"privatization-revenues","FALSE",3,"Privatization Revenues",
"privatizations-and-other-sale-of-assets","FALSE",3,"Privatizations And Other Sale Of Assets",
"production-and-consumption","FALSE",4,"Production and consumption",
