X,Y,sch_name,lea_name,year,address,contact,phone,accredit,sch_core_u,lea_core_u,st_core_uq,lea_prov_t,lea_prov_s,st_prov_tc,st_prov_sp,sch_bach,sch_mast,sch_phd,lea_bach,lea_mast,lea_phd,st_bach,st_mast,st_phd,sch_prov_t,sch_prov_s,eid,street,city,state,country,title1_p,title1_f,combokey,nces_schoo,leaid,schid,sch_addres,sch_city,sch_zip,jj,prek,k,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,ug,sp_ed,mg_sch,charter_sc,alt_sch,ab_group,mg_sch2,alt_acd_di,alt_disc_p,alt_other,gte_progra,provide_ap,num_ap_cou,student_ap,m_ame_7_en,m_asi_7_en,m_his_7_en,m_bla_7_en,m_whi_7_en,m_hi_pac_7,m_2_or_mor,m_tot_7_en,m_dis_idea,m_dis_504_,m_lep_7_en,f_ame_7_en,f_asi_7_en,f_his_7_en,f_bla_7_en,f_whi_7_en,f_hi_pac_7,f_2_or_mor,f_tot_7_en,f_dis_idea,f_dis_504_,f_lep_7_en,tot_fte,fte_cert,teach_1st_,teach_2nd_,counsel,tot_enroll,m_perc,f_perc,ame_tot,asi_tot,his_tot,bla_tot,whi_tot,hi_pac_tot,more_tot,dis_504_to,lep_tot,ame_perc,asi_perc,his_perc,bla_perc,whi_perc,hi_pac_per,more_perc,dis_504_pe,lep_perc,title_1,fte_absent,fte_teache,teach_amou,avg_teach_,tot_salari,inst_salar,expend,read_3_sco,read_4_sco,read_5_sco,read_6_sco,read_7_sco,read_8_sco,read_11_sc,write_5_sc,write_8_sc,write_11_s,math_3_sco,math_4_sco,math_5_sco,math_6_sco,math_7_sco,math_8_sco,alg_1_scor,alg_2_scor,geo_score,avg_eng_sc,avg_math_s,poor_perc,blk_perc,azn_perc,wht_perc,male_perc,fem_perc,sev_dis_pe,pop5to17,pop5to17la,pov5to17,pov5to17la,pov_5to17_,teach_3rd_,mastbachra,perc_cert,logenroll,logfte,ratio,meanpov,cenpov,meanexp,cenexp,meaneduc,ceneduc,meancert,cencert,p25pov,p75pov,p25exp,p75exp,p25educ,p75educ,p25cert,p75cert,expint,educint,certint,yearid,v188,addrtype,addrlocat
-78.875209,37.7546914,NELSON MIDDLE,NELSON CO PBLC SCHS,_12,"6925 Thomas Nelson Highway, Lovingston, VA 22949",Principal: Dr. Roger Dunnick,(434) 263-4801,Fully Accredited,0,0,1,5,0,5,1,51,49,0,46,51,2,41,56,1,5,0,956,6925 Thomas Nelson Highway,LOVINGSTON,VA,USA,0,0,5.103e+11,5.103e+11,5102580,1033,6925 THOMAS NELSON HIGHWAY,LOVINGSTON,22949,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,2,17,26,173,0,8,226,40,5,2,2,2,14,35,173,0,14,240,19,2,5,38.5,38.5,1,3,,466,48.5,51.5,2,4,31,61,346,0,22,7,7,.43,.86,6.65,13.09,74.25,0,4.72,1.5,1.5,2.6,7.79,0,15,37.5,1812984,48346,2325205,1893453,63222,38.96,,,,486,478,493,,,426,,,,,445,404,396,464,,,465.3116,400.507,49.89,12.96,0,74.73,48.6,51.4,8.21,2108,2158,433,419,20.5408,.1941613,89.61,.9607843,100,6.144186,3.650658,12.1039,15.90492,4.635878,90.38022,-.7702179,1.486381,-.5255969,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-3.570636,-2.436603,12.40286
-78.4536439,38.659497,LURAY MIDDLE,PAGE CO PBLC SCHS,_12,"14 Luray Avenue, Luray, VA 22835",Principal: Ms. Kelly  Lawton,(540) 843-2660,Fully Accredited,4,2,1,4,1,5,1,64,36,0,61,37,1,41,56,1,,,7064,14 Luray Avenue,LURAY,VA,USA,0,0,5.103e+11,5.103e+11,5102850,2799,14 LURAY AVENUE,LURAY,22835,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,2,2,5,11,170,0,5,195,25,0,2,2,0,2,8,161,0,11,184,4,2,0,31.75,31.75,2,2,,379,51.45,48.55,4,2,7,19,331,0,16,2,2,1.06,.53,1.85,5.01,87.34,0,4.22,.53,.53,6.3,6.3,1,8,31.75,1110672,34982,1406616,1148686,58833,25.2,,,,485,479,490,,,426,,,,,449,432,412,471,,496,464.8579,425.2979,43.77,4.51,0,88.06,50.66,49.34,2.92,3748,3797,716,801,19.10352,.210956,87.4,.5625,100,5.937536,3.457893,11.93701,15.90492,3.198605,90.38022,-2.980217,1.486381,-.9238812,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-9.532536,-2.955131,8.55757
-79.248311,37.3544632,BROOKVILLE HIGH,CAMPBELL CO PBLC SCHS,_12,"100 Laxton Rd, Lynchburg, VA 24502",Principal: Mr. Tom Cole,(434) 239-2636,Fully Accredited,2,0,1,4,0,5,1,52,46,0,53,46,0,41,56,1,4,1,1608,100 Laxton Rd,LYNCHBURG,VA,USA,0,0,5.101e+11,5.101e+11,5100600,223,100 LAXTON RD,LYNCHBURG,24502,,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,,,,,1,1,21,0,0,5,14,59,401,0,17,496,43,5,8,2,5,8,65,413,2,14,509,28,2,5,64.32,63.49,6.83,3,4,1005,49.35,50.65,2,10,22,124,814,2,31,7,13,.2,1,2.19,12.34,81,.2,3.08,.7,1.29,10.62,4.66,0,21,44,1821452,41397,2363054,1823912,52726,32.65,,,,,,,495,,,483,,,,,,,397,404,424,488.9429,411.5506,23.74,12.16,1.65,80.74,49.32,50.68,4.86,8793,8846,1431,1834,16.27431,.2073253,84.72,.8846154,98.70958,6.912743,4.163871,15.625,15.90492,.3693905,90.38022,-5.660217,1.486381,-.6017658,97.32459,1.384987,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-2.09083,-.2222866,.511601
-79.1887881,37.366962,SHEFFIELD ELEM,LYNCHBURG CITY PBLC SCHS,_12,"115 Kenwood Place, Lynchburg, VA 24502-2119",Principal: Ms. Diane S. Swain,(434) 582-1115,Accredited with Warning,0,0,1,4,1,5,1,68,32,0,50,46,1,41,56,1,,,372,115 Kenwood Place,LYNCHBURG,VA,USA,0,0,5.102e+11,5.102e+11,5102340,968,115 KENWOOD PLACE,LYNCHBURG,24502,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,26,14,119,74,0,32,265,40,2,20,2,14,17,119,71,0,26,249,10,0,14,26.3,26.3,2,0,,514,51.56,48.44,2,40,31,238,145,0,58,2,34,.39,7.78,6.03,46.3,28.21,0,11.28,.39,6.61,7.6,0,1,16,37,1542759,41696,2237834,1800967,259241,60.84,453,443,444,,,,,427,,,398,377,382,,,,,,,442.4082,386.2539,73.68,46.39,7.41,28.46,51.46,48.54,0,10369,10252,2769,2544,26.7046,.2481467,92.4,.4705882,100,6.242223,3.269569,19.54373,15.90492,10.79968,90.38022,2.019783,1.486381,-1.015793,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,21.81301,-10.97024,28.89355
-79.1517772,37.4131964,PAUL L DUNBAR MID FOR INNOV,LYNCHBURG CITY PBLC SCHS,_12,"1200 1208 Polk St, Lynchburg, VA 24504-3149",Principal: Ms. Kacey M. Crabbe,(434) 522-3740,Accredited with Warning,0,0,1,4,1,5,1,42,58,0,50,46,1,41,56,1,2,0,414,1200 1208 Polk St,LYNCHBURG,VA,USA,0,0,5.102e+11,5.102e+11,5102340,955,1200 1208 POLK ST,LYNCHBURG,24504,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,,,,1,,,,2,5,8,176,92,0,14,297,37,5,5,2,5,5,194,89,0,23,318,13,2,2,49.8,48.8,2,2,,615,48.29,51.71,4,10,13,370,181,0,37,7,7,.65,1.63,2.11,60.16,29.43,0,6.02,1.14,1.14,4.02,4.02,0,28,53,1797838,33921,2706603,1934776,176252,56.22,,,,470,459,460,,,416,,,,,411,355,393,425,,,445.2874,380.1807,76.62,61.69,0,29.22,48.54,51.46,6.66,10369,10252,2769,2544,26.7046,.2481467,91.96,1.380952,97.99197,6.421622,3.908015,12.3494,15.90492,10.79968,90.38022,1.579781,1.486381,-.1054288,97.32459,.6673737,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,17.06113,-1.138598,7.207424
-79.1561937,37.4119963,ROBERT S PAYNE ELEM,LYNCHBURG CITY PBLC SCHS,_12,"1201 Floyd St, Lynchburg, VA 24501-1913",Principal: Mr. John E. Blakely,(434) 522-3762,Fully Accredited,0,0,1,4,1,5,1,57,43,0,50,46,1,41,56,1,0,3,415,1201 Floyd St,LYNCHBURG,VA,USA,0,1,5.102e+11,5.102e+11,5102340,965,1201 FLOYD ST,LYNCHBURG,24501,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,2,2,2,164,68,0,14,252,34,2,2,0,5,5,170,77,0,20,277,28,0,2,30.9,28.9,1,2,,529,47.64,52.36,2,7,7,334,145,0,34,2,4,.38,1.32,1.32,63.14,27.41,0,6.43,.38,.76,3.24,6.47,1,16,74,1746986,23608,2561803,2044335,397682,51.78,473,475,477,,,,,462,,,420,445,446,,,,,,,471.765,436.6601,70.23,63.93,0,27.29,48.09,51.91,7.45,10369,10252,2769,2544,26.7046,.2481467,90.29,.7543859,93.52751,6.270988,3.430756,17.11974,15.90492,10.79968,90.38022,-.0902176,1.486381,-.7319952,97.32459,-3.797081,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-.9743214,-7.905316,-41.00727
-79.141802,37.3914602,WILLIAM M BASS ELEM,LYNCHBURG CITY PBLC SCHS,_12,"1730 Seabury Ave, Lynchburg, VA 24501-4426",Principal: Mrs. Monica H. Hendricks,(434) 522-3769,Fully Accredited,0,0,1,4,1,5,1,61,39,0,50,46,1,41,56,1,,,416,1730 Seabury Ave,LYNCHBURG,VA,USA,0,0,5.102e+11,5.102e+11,5102340,970,1730 SEABURY AVE,LYNCHBURG,24501,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,0,2,92,20,0,11,125,19,0,2,2,0,11,104,20,0,14,151,7,2,2,19.8,19.8,1,1,,276,45.29,54.71,2,0,13,196,40,0,25,2,4,.72,0,4.71,71.01,14.49,0,9.06,.72,1.45,5.05,5.05,1,11,26,1046844,40263,1174794,1149562,278428,55.56,442,464,456,,,,,476,,,376,435,382,,,,,,,458.5333,395.6075,90.88,71.53,0,15.33,46.35,53.65,0,10369,10252,2769,2544,26.7046,.2481467,89.9,.6393443,100,5.620401,2.985682,13.93939,15.90492,10.79968,90.38022,-.480217,1.486381,-.8470369,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-5.186191,-9.14773,28.89355
-79.2058473,37.3467384,LEESVILLE ROAD ELEM,CAMPBELL CO PBLC SCHS,_12,"19965 Leesville Road, Lynchburg, VA 24502",Principal: Mrs. Amy  Hundley,(434) 239-0303,Fully Accredited,0,0,1,4,0,5,1,52,48,0,53,46,0,41,56,1,2,0,1605,19965 Leesville Road,LYNCHBURG,VA,USA,0,0,5.101e+11,5.101e+11,5100600,230,19965 LEESVILLE ROAD,LYNCHBURG,24502,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,11,11,29,266,0,14,331,52,2,17,2,11,14,32,230,0,14,303,22,0,14,39.68,39.68,2,0,,634,52.21,47.79,2,22,25,61,496,0,28,2,31,.32,3.47,3.94,9.62,78.23,0,4.42,.32,4.89,5.04,0,1,32,34,1344349,39540,1696222,1415239,36789,80.65,464,492,471,,,,,447,,,419,469,438,,,,,,,468.179,442.4706,41.14,9.65,2.85,76.9,52.06,47.94,2.37,8793,8846,1431,1834,16.27431,.2073253,94.96,.9230769,100,6.452049,3.680847,15.97782,15.90492,.3693905,90.38022,4.579781,1.486381,-.5633042,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,1.691727,-.2080792,.98827
-79.1704705,37.3972207,EC GLASS HIGH,LYNCHBURG CITY PBLC SCHS,_12,"2111 Memorial Ave, Lynchburg, VA 24501-5599",Principal: Dr. Tracy S. Richardson,(434) 522-3712,Accredited with Warning,0,0,1,4,1,5,1,42,50,4,50,46,1,41,56,1,4,1,369,2111 Memorial Ave,LYNCHBURG,VA,USA,0,0,5.102e+11,5.102e+11,5102340,956,2111 MEMORIAL AVE,LYNCHBURG,24501,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,,,1,1,20,1,2,8,11,329,347,0,29,726,112,14,8,0,8,8,281,329,2,17,645,52,5,2,98.8,97.8,1,1,5,1371,52.95,47.05,2,16,19,610,676,2,46,19,10,.15,1.17,1.39,44.49,49.31,.15,3.36,1.39,.73,1.01,1.01,0,46,110,4746453,43150,6518213,5061325,632076,46.56,,,,,,,476,,,470,,,,,,,387,379,423,472.9912,398.0306,51.42,46.08,1.18,47.68,53.5,46.5,11.86,10369,10252,2769,2544,26.7046,.2481467,97.98,1.190476,98.98785,7.223296,4.593098,13.87652,15.90492,10.79968,90.38022,7.599785,1.486381,-.295905,97.32459,1.663261,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,82.07526,-3.19568,17.9627
-79.1992512,37.4168798,LINKHORNE ELEM,LYNCHBURG CITY PBLC SCHS,_12,"2501 Linkhorne Dr, Lynchburg, VA 24503-3398",Principal: Mrs. Kathleen M. Sawyer,(434) 384-6611,Accredited with Warning,0,0,1,4,1,5,1,47,50,0,50,46,1,41,56,1,,,377,2501 Linkhorne Dr,LYNCHBURG,VA,USA,0,0,5.102e+11,5.102e+11,5102340,961,2501 LINKHORNE DR,LYNCHBURG,24503,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,2,2,17,122,56,0,23,222,34,0,17,0,2,8,125,56,0,23,214,10,5,8,30.9,30.9,0,2,,436,50.92,49.08,2,4,25,247,112,0,46,5,25,.46,.92,5.73,56.65,25.69,0,10.55,1.15,5.73,0,6.47,1,6,38,1585641,41727,2269406,1821804,292519,19.42,467,449,460,,,,,447,,,407,398,395,,,,,,,456.6667,400.7377,76.15,56.88,0,26.15,50.92,49.08,5.5,10369,10252,2769,2544,26.7046,.2481467,93.53,1.06383,100,6.077642,3.430756,14.11003,15.90492,10.79968,90.38022,3.14978,1.486381,-.4225514,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,34.01663,-4.563421,28.89355
-79.1992512,37.4168798,LINKHORNE MIDDLE,LYNCHBURG CITY PBLC SCHS,_12,"2525 Linkhorne Dr, Lynchburg, VA 24503-3399",Principal: Mr. Derrick Scarborough,(434) 384-5150,Accredited with Warning,0,0,1,4,1,5,1,46,54,0,50,46,1,41,56,1,,,376,2525 Linkhorne Dr,LYNCHBURG,VA,USA,0,0,5.102e+11,5.102e+11,5102340,962,2525 LINKHORNE DR,LYNCHBURG,24503,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,5,8,125,155,2,8,303,31,5,0,0,5,8,134,155,0,11,313,13,5,0,54.5,54.5,1,0,,616,49.19,50.81,0,10,16,259,310,2,19,10,0,0,1.62,2.6,42.05,50.32,.32,3.08,1.62,0,1.83,0,0,24,55,2146714,39031,3033549,2325637,345097,44.04,,,,475,463,492,,,438,,,,,429,352,410,454,,,464.3144,390.9343,49.2,42.52,0,50.32,49.2,50.8,3.98,10369,10252,2769,2544,26.7046,.2481467,98.17,1.173913,100,6.423247,3.998201,11.30275,15.90492,10.79968,90.38022,7.78978,1.486381,-.3124682,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,84.12715,-3.374557,28.89355
-79.1900619,37.3580257,HERITAGE HIGH,LYNCHBURG CITY PBLC SCHS,_12,"3020 Wards Ferry Rd, Lynchburg, VA 24502-2499",Principal: Mr. Timothy T. Beatty,(434) 582-1147,Accredited with Warning,1,0,1,4,1,5,1,43,46,3,50,46,1,41,56,1,6,0,413,3020 Wards Ferry Rd,LYNCHBURG,VA,USA,0,0,5.102e+11,5.102e+11,5102340,960,3020 WARDS FERRY RD,LYNCHBURG,24502,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,,,1,1,14,1,0,20,20,284,206,2,17,549,97,8,8,2,14,20,281,173,0,29,519,49,8,5,90.3,88.3,5,1,4,1068,51.4,48.6,2,34,40,565,379,2,46,16,13,.19,3.18,3.75,52.9,35.49,.19,4.31,1.5,1.22,5.54,1.11,0,45,91,3741959,41120,4427796,3904851,515015,49.83,,,,,,,456,,,458,,,,,,,388,374,398,457.0039,387.7038,63.96,53.88,2.94,35.06,52.27,47.73,10.08,10369,10252,2769,2544,26.7046,.2481467,93.35,1.069767,97.78516,6.973543,4.503138,11.82724,15.90492,10.79968,90.38022,2.96978,1.486381,-.4166137,97.32459,.4605713,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,32.07268,-4.499296,4.974024
-79.181507,37.3856022,PERRYMONT ELEM,LYNCHBURG CITY PBLC SCHS,_12,"409 Perrymont Ave, Lynchburg, VA 24502-1199",Principal: Mrs. Karen S. Nelson,(434) 582-1100,Accredited with Warning,0,0,1,4,1,5,1,66,31,0,50,46,1,41,56,1,4,0,370,409 Perrymont Ave,LYNCHBURG,VA,USA,0,0,5.102e+11,5.102e+11,5102340,964,409 PERRYMONT AVE,LYNCHBURG,24502,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,,,,2,8,8,95,59,0,17,189,31,0,11,2,2,8,92,41,0,29,174,13,0,2,24.8,24.8,1,1,,363,52.07,47.93,4,10,16,187,100,0,46,0,13,1.1,2.75,4.41,51.52,27.55,0,12.67,0,3.58,4.03,4.03,1,13,32,1379207,43100,2090183,1592027,270759,52.42,435,467,441,,,,,435,,,381,426,400,,,,,,,443.9577,401.8868,79.4,52.75,2.75,28.02,52.2,47.8,5.77,10369,10252,2769,2544,26.7046,.2481467,91.94,.469697,100,5.894403,3.210844,14.6371,15.90492,10.79968,90.38022,1.559784,1.486381,-1.016684,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,16.84517,-10.97987,28.89355
-79.2092479,37.437241,BEDFORD HILLS ELEM,LYNCHBURG CITY PBLC SCHS,_12,"4330 Morningside Dr, Lynchburg, VA 24503-4325",Principal: Faye E. James,(434) 384-2221,Fully Accredited,0,0,1,4,1,5,1,58,43,0,50,46,1,41,56,1,,,371,4330 Morningside Dr,LYNCHBURG,VA,USA,0,0,5.102e+11,5.102e+11,5102340,952,4330 MORNINGSIDE DR,LYNCHBURG,24503,,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,2,5,8,68,170,0,20,273,34,2,2,2,2,8,62,146,0,11,231,16,0,5,35.5,35.5,0,0,,504,54.17,45.83,4,7,16,130,316,0,31,2,7,.79,1.39,3.17,25.79,62.7,0,6.15,.4,1.39,0,0,0,13,36,1391441,38651,2015471,1560032,72775,36.62,488,494,471,,,,,458,,,445,454,430,,,,,,,479.0067,443.7403,38.29,26.59,0,63.1,53.97,46.03,5.95,10369,10252,2769,2544,26.7046,.2481467,100,.7413793,100,6.222576,3.569533,14.19718,15.90492,10.79968,90.38022,9.619781,1.486381,-.7450019,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,103.8906,-8.045784,28.89355
-79.2109169,37.4548628,PAUL MUNRO ELEM,LYNCHBURG CITY PBLC SCHS,_12,"4641 Locksview Rd, Lynchburg, VA 24503-1999",Principal: Mrs. Donna D. Baer,(434) 384-1721,Fully Accredited,0,0,1,4,1,5,1,56,44,0,50,46,1,41,56,1,,,374,4641 Locksview Rd,LYNCHBURG,VA,USA,0,1,5.102e+11,5.102e+11,5102340,963,4641 LOCKSVIEW RD,LYNCHBURG,24503,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,0,2,98,95,0,8,203,25,2,0,2,2,5,74,89,0,11,183,16,0,0,22.5,22.5,1,0,,386,52.59,47.41,2,2,7,172,184,0,19,2,0,.52,.52,1.81,44.56,47.67,0,4.92,.52,0,4.44,0,1,7,29,1147547,39571,1720533,1357802,176692,31.11,488,468,489,,,,,475,,,427,425,439,,,,,,,479.4514,430.8824,52.48,45.43,0,47.78,52.22,47.78,0,10369,10252,2769,2544,26.7046,.2481467,95.56,.7857143,100,5.955837,3.113515,17.15556,15.90492,10.79968,90.38022,5.179779,1.486381,-.7006669,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,55.93997,-7.56698,28.89355
-79.2058473,37.3467384,HERITAGE ELEM,LYNCHBURG CITY PBLC SCHS,_12,"501 Leesville Rd, Lynchburg, VA 24502-2392",Principal: Mrs. Sharon S. Anderson,(434) 582-1130,Accredited with Warning,0,0,1,4,1,5,1,69,31,0,50,46,1,41,56,1,,,379,501 Leesville Rd,LYNCHBURG,VA,USA,0,1,5.102e+11,5.102e+11,5102340,959,501 LEESVILLE RD,LYNCHBURG,24502,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,14,11,101,80,0,20,226,22,5,11,2,14,11,89,68,0,23,207,4,5,11,26.2,26.2,2,0,,433,52.19,47.81,2,28,22,190,148,0,43,10,22,.46,6.47,5.08,43.88,34.18,0,9.93,2.31,5.08,7.63,0,1,22,35,1485499,42443,2203572,1705979,354698,83.97,453,441,435,,,,,440,,,405,390,371,,,,,,,442.4344,388.8777,71.78,43.12,7.45,34.31,51.92,48.08,0,10369,10252,2769,2544,26.7046,.2481467,92.37,.4492754,100,6.070738,3.265759,16.52672,15.90492,10.79968,90.38022,1.989784,1.486381,-1.037106,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,21.48904,-11.20041,28.89355
-79.2010067,37.3828,SANDUSKY ELEM,LYNCHBURG CITY PBLC SCHS,_12,"5828 Apache Ln, Lynchburg, VA 24502-4998",Principal: Mr. Derrick  E. Womack,(434) 582-1111,Fully Accredited,0,0,1,4,1,5,1,69,31,0,50,46,1,41,56,1,,,378,5828 Apache Ln,LYNCHBURG,VA,USA,0,0,5.102e+11,5.102e+11,5102340,966,5828 APACHE LN,LYNCHBURG,24502,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,2,5,14,74,104,0,20,219,28,2,14,2,8,14,71,83,0,17,195,10,2,11,21.5,21.5,1,3,,414,52.9,47.1,4,13,28,145,187,0,37,4,25,.97,3.14,6.76,35.02,45.17,0,8.94,.97,6.04,4.65,13.95,1,6,28,1174517,41947,1683771,1363976,203659,27.91,462,491,447,,,,,452,,,421,444,405,,,,,,,462.5333,423.0476,62.38,35.68,2.67,45.39,52.67,47.33,0,10369,10252,2769,2544,26.7046,.2481467,81.4,.4492754,100,6.025866,3.068053,19.25581,15.90492,10.79968,90.38022,-8.980217,1.486381,-1.037106,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-96.98349,-11.20041,28.89355
-79.1681267,37.3970395,TC MILLER ELEM FOR INNOVAT,LYNCHBURG CITY PBLC SCHS,_12,"600 Mansfield Ave, Lynchburg, VA 24501-3340",Principal: Mrs. Amy D. Huskin,(434) 522-3717,Accredited with Warning,0,0,1,4,1,5,1,43,48,5,50,46,1,41,56,1,,,1930,600 Mansfield Ave,LYNCHBURG,VA,USA,0,0,5.102e+11,5.102e+11,5102340,603,600 MANSFIELD AVE,LYNCHBURG,24501,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,1,,,,2,2,5,65,26,2,11,113,19,0,0,0,2,5,71,32,0,14,124,19,2,2,15.3,15.3,0,2,,237,47.68,52.32,2,4,10,136,58,2,25,2,2,.84,1.69,4.22,57.38,24.47,.84,10.55,.84,.84,0,13.07,1,12,23,863163,37529,1299498,962068,232353,78.43,449,453,464,,,,,443,,,414,400,407,,,,,,,451.7537,407.3333,77.73,58.4,0,24.37,47.9,52.1,4.62,10369,10252,2769,2544,26.7046,.2481467,86.93,1.116279,100,5.46806,2.727853,15.4902,15.90492,10.79968,90.38022,-3.450218,1.486381,-.370102,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-37.26126,-3.996985,28.89355
-79.2037899,37.3836044,SANDUSKY MIDDLE,LYNCHBURG CITY PBLC SCHS,_12,"805 Chinook Place, Lynchburg, VA 24502-4999",Principal: Mr. Leverne L. Marshall,(434) 582-1120,Accredited with Warning,0,0,1,4,1,5,1,45,53,0,50,46,1,41,56,1,,,375,805 Chinook Place,LYNCHBURG,VA,USA,0,0,5.102e+11,5.102e+11,5102340,967,805 CHINOOK PLACE,LYNCHBURG,24502,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1,,,,0,8,8,149,119,0,11,295,40,5,11,0,11,11,143,92,0,8,265,31,5,5,44.9,44.9,1,0,,560,52.68,47.32,0,19,19,292,211,0,19,10,16,0,3.39,3.39,52.14,37.68,0,3.39,1.79,2.86,2.23,0,0,27,52,2114299,40660,2977216,2308942,279036,60.13,,,,458,451,469,,,425,,,,,394,353,400,435,,,448.451,383.491,67.65,52.42,3.46,37.2,53.63,46.37,9.17,10369,10252,2769,2544,26.7046,.2481467,97.77,1.177778,100,6.327937,3.804438,12.47216,15.90492,10.79968,90.38022,7.389778,1.486381,-.3086034,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,79.80726,-3.332819,28.89355
-89.9714911,38.823421,WAVERLY YOWELL ELEM,MADISON CO PBLC SCHS,_12,"1809 North Main Street, Madison, VA 22727",Principal: Ms. Karen M. Allen,(540) 948-4511,Accredited with Warning,0,0,1,7,1,5,1,55,45,0,54,44,1,41,56,1,9,3,1005,1809 North Main Street,MADISON,VA,USA,0,0,5.102e+11,5.102e+11,5102370,974,1809 NORTH MAIN STREET,MADISON,22727,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,0,2,5,26,167,0,8,208,22,5,2,0,2,8,11,167,0,8,196,7,2,2,32,32,3,2,,404,51.49,48.51,0,4,13,37,334,0,16,7,4,0,.99,3.22,9.16,82.67,0,3.96,1.73,.99,9.38,6.25,1,11,32,1218719,38085,1582834,1433603,16297,34.38,452,480,467,,,,,466,,,391,440,427,,,,,,,467.0338,421.1178,36.27,9.07,0,82.87,51.64,48.36,0,2188,2136,364,329,16.6362,.1540262,84.37,.8181818,100,6.001415,3.465736,12.625,15.90492,.7312794,90.38022,-6.010216,1.486381,-.6681994,97.32459,2.675407,-6.964747,6.72269,-3.53022,5.499779,-.6634321,.3621037,.1176758,2.675407,-4.395147,-.4886404,1.95647
