district_teach_salary,school_teach_salary,district_pt_tch_absent_10_days,school_pt_tch_absent_10_days,district_pt_tch_2ndyear,school_pt_tch_2ndyear,district_pt_tch_1styear,school_pt_tch_1styear,district_pt_tch_state_license,school_pt_tch_state_license,district_tch_FTE,school_tch_FTE,district_counsel_FTE,school_counsel_FTE,district_ratio,school_ratio,non_personnel_expenditures,non_personnel_expenditures_perpupil,instructional_staff_salaries,instructional_staff_salaries_perpupil,SCH_NAME,School_ID,SCHID,Survey_Year_Key,SurveyYear,LEA_ID,LEA_NAME,LEAID,SCH_ADDRESS,SCH_CITY,SCH_STATE,SCH_ZIP,Male_Enrollment,Female_Enrollment,Total_Enrollment,M_Percent,F_Percent,AME_Percent,ASI_Percent,HIS_Percent,BLA_Percent,WHI_Percent,HI_PAC_Percent,MORE_Percent,DIS_Percent,LEP_Percent,LEPEnrolled_Percent,_504_Percent,FocusOnDisabilities,STUDENTS_TO_TEACHERS,OffersDicipline,OffersMagnetProgram,IsCharterSchool,IsAlternativeSchool,OffersAP,TeacherCount,OffersAbilityGrouping,OffersPreK,OffersKindergarten,OffersGTE,OffersSingleSex,OffersAthletics,Title1_Status,TOT_LEA_SCHOOLS,SP_ED_EVAL,GradesOffered,LEA_TOT_Enrollment_Schools,MEMBERSHIP_LEA,KinderLen,PrekinderLen,PreKinderAge,non_IDEA_504,FRPL,JuvenileJustice,RACE_5_7,Long_NCES_ID,Combokey,Incomplete,Am Ind/AK Nat Enrollment,Am Ind/AK Nat In-School Susp,Am Ind/AK Nat Out-School Susp,Am Ind/AK Nat Expulsions,Asian Enrollment,Asian In-School Susp,Asian Out-School Susp,Asian Expulsions,Black Enrollment,Black In-School Susp,Black Out-School Susp,Black Expulsions,Hispanic Enrollment,Hispanic In-School Susp,Hispanic Out-School Susp,Hispanic Expulsions,Nat HI/Pac Isl Enrollment,Nat HI/Pac Isl In-School Susp,Nat HI/Pac Isl Out-School Susp,Nat HI/Pac Isl Expulsions,Two or More Enrollment,Two or More In-School Susp,Two or More Out-School Susp,Two or More Expulsions,White Enrollment,White In-School Susp,White Out-School Susp,White Expulsions,Total Enrollment,Total In-School Susp,Total Out-School Susp,Total Expulsions,Referrals to Law Enforcement,Students with School Related Arrests,Expulsions Under Zero-tolerance
58224,0,21,0,5.51,0,6.38,0,99.25,100,14445.8,8.5,244.5,1,11,47,0,0,0,0,WOODSON ADULT HIGH,275719,00422,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,4105 WHITACRE RD,FAIRFAX,VA,22032,50.99,49.01,404,50.99,49.01,1,16.6,54.5,14.4,12.1,0.5,1,0.0,59.6,59.5,0.0,0,47.88,0,0,0,1,0,8.5,0,0,0,0,false,false,false,205,0,"9,10,11,12",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,0,false,7,510126000422,,,4,0,0,0,67,0,0,0,58,0,0,0,220,0,0,0,2,0,0,0,4,0,0,0,49,0,0,0,404,0,0,0,0,0,0
58224,62748,21,23,5.51,1.99,6.38,8.47,99.25,100,14445.8,200.6,244.5,10,11,11,382706,156,9687652,3941,ANNANDALE HIGH,275720,00423,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,4700 MEDFORD DR,ANNANDALE,VA,22003,50.1,49.9,2459,50.1,49.9,0.3,24.9,32.9,16.1,23.5,0.1,2.2,14.2,22.5,22.5,1.3,0,11.09,0,0,0,0,1,200.6,0,0,0,0,false,true,false,205,0,"9,10,11,12",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,47.84,false,7,510126000423,,,7,0,2,0,613,0,8,5,397,0,6,2,808,0,20,2,2,0,0,0,55,0,0,0,577,0,13,2,2459,0,49,11,26,0,12
58224,53531,21,17,5.51,8.89,6.38,8.89,99.25,98.22,14445.8,101.2,244.5,0,11,8,110839,121,3981315,4346,ANNANDALE TERRACE ELEM,275721,00424,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,7604 HERALD ST,ANNANDALE,VA,22003,54.09,45.91,917,54.09,45.91,0,17.8,57.4,12.9,9.9,0,2.1,9.1,67.8,68.1,0.0,0,7.80,0,0,0,0,0,101.2,0,1,1,1,false,false,true,205,0,"Preschool,K,1,2,3,4,5",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,70.74,false,7,510126000424,,,0,0,0,0,163,0,0,0,118,6,4,0,526,9,2,0,0,0,0,0,19,0,0,0,91,2,0,0,917,17,6,0,0,0,0
58224,63185,21,17,5.51,9.05,6.38,4.93,99.25,98.36,14445.8,121.6,244.5,0,11,11,388957,316,5611194,4558,BAILEYS ELEM,275722,00426,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,6111 KNOLLWOOD DR,FALLS CHURCH,VA,22041,51.82,48.18,1233,51.82,48.18,0.6,9.8,57.5,5,25.1,0,2,12.3,61.4,61.7,0.6,0,9.01,0,1,0,0,0,121.6,0,1,1,1,false,false,true,205,0,"Preschool,K,1,2,3,4,5",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,60.68,false,7,510126000426,,,7,0,0,0,121,0,0,0,61,0,2,0,709,2,2,0,0,0,0,0,25,0,0,0,310,0,4,0,1233,2,8,0,0,0,0
58224,65406,21,34,5.51,5.6,6.38,5.6,99.25,98.13,14445.8,53.6,244.5,0,11,8,85256,181,2142131,4558,BEECH TREE ELEM,275723,00428,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,3401 BEECH TREE LN,FALLS CHURCH,VA,22042,50.64,49.36,470,50.64,49.36,0,26.4,42.3,4.7,23.2,0,3.4,12.6,55.1,56,1.5,0,8.02,0,0,0,0,0,53.6,0,1,1,1,false,false,true,205,0,"Preschool,K,1,2,3,4,5",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,56.38,false,7,510126000428,,,0,0,0,0,124,0,2,0,22,2,4,0,199,0,2,0,0,0,0,0,16,0,0,0,109,2,2,0,470,4,10,0,2,0,2
58224,51538,21,18,5.51,6.05,6.38,8.06,99.25,100,14445.8,49.6,244.5,0,11,11,123155,235,1985911,3783,BELLE VIEW ELEM,275724,00429,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,6701 FORT HUNT RD,ALEXANDRIA,VA,22307,52.39,47.61,523,52.39,47.61,0,4.2,30.6,9.4,49.5,0.4,5.9,22.2,24.9,25.5,1.9,0,9.28,0,0,0,0,0,49.6,0,1,1,1,false,false,false,205,0,"Preschool,K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,31.05,false,7,510126000429,,,0,0,0,0,22,0,0,0,49,0,4,0,160,0,2,0,2,0,0,0,31,0,0,0,259,0,4,0,523,0,10,0,0,0,0
58224,58940,21,16,5.51,2.74,6.38,9.58,99.25,98.63,14445.8,73.1,244.5,0,11,11,113072,163,3139089,4517,BRADDOCK ELEM,275725,00431,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,7825 HERITAGE DR,ANNANDALE,VA,22003,49.15,50.85,702,49.15,50.85,0.6,20.2,54.4,9.5,13,0,2.3,10.5,59.5,59.9,0.6,0,8.57,0,0,0,0,0,73.1,0,1,1,1,false,false,true,205,0,"Preschool,K,1,2,3,4,5",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,63.02,false,7,510126000431,,,4,0,0,0,142,0,0,0,67,0,0,0,382,0,0,0,0,0,0,0,16,0,0,0,91,0,0,0,702,0,0,0,2,0,0
58224,61015,21,14,5.51,0,6.38,4.6,99.25,100,14445.8,87,244.5,0,11,8,123888,152,3562233,4376,BROOKFIELD ELEM,275726,00433,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,4200 LEES CORNER RD,CHANTILLY,VA,20151,51.71,48.29,818,51.71,48.29,0.5,25.1,33.1,11.5,25.1,0.2,4.5,12.3,34.6,34.3,1.2,0,8.95,0,0,0,0,0,87,0,1,1,1,false,false,true,205,0,"Preschool,K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,48.53,false,7,510126000433,,,4,0,0,0,205,2,0,0,94,2,2,0,271,7,2,0,2,0,0,0,37,0,0,0,205,2,4,0,818,13,8,0,0,0,0
58224,75179,21,11,5.51,10.53,6.38,5.26,99.25,100,14445.8,38,244.5,0,11,8,56121,219,1432710,5597,BUCKNELL ELEM,275727,00435,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,6925 UNIVERSITY DR,ALEXANDRIA,VA,22307,54.12,45.88,255,54.12,45.88,1.6,3.9,60.4,19.2,9.8,0,5.1,22.0,48.6,48,1.6,0,5.82,0,0,0,0,0,38,0,1,1,1,false,false,true,205,0,"Preschool,K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,73.05,false,7,510126000435,,,4,0,0,0,10,0,0,0,49,0,0,0,154,0,0,0,0,0,0,0,13,0,0,0,25,0,0,0,255,0,0,0,0,0,0
58224,57581,21,28,5.51,8.33,6.38,0,99.25,100,14445.8,36,244.5,0,11,11,86320,192,1730566,3854,BUSH HILL ELEM,275728,00438,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,5927 WESTCHESTER ST,ALEXANDRIA,VA,22310,51.35,48.65,446,51.35,48.65,0,16.4,15,23.1,39.9,0,5.6,13.9,29.8,30.1,0.0,0,11.51,0,0,0,0,0,36,0,0,1,1,false,false,false,205,0,"K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,25.39,false,7,510126000438,,,0,0,0,0,73,0,0,0,103,0,0,0,67,0,0,0,0,0,0,0,25,0,0,0,178,0,0,0,446,0,0,0,0,0,0
58224,53795,21,10,5.51,10.33,6.38,8.61,99.25,96.56,14445.8,58.1,244.5,0,11,11,95129,156,2159646,3552,CAMELOT ELEM,275729,00439,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,8100 GUINEVERE DR,ANNANDALE,VA,22003,48.45,51.55,613,48.45,51.55,0,18.3,31,7,36.4,0.3,7,21.9,38.8,39.3,0.7,0,9.06,0,0,0,0,0,58.1,0,1,1,1,false,false,false,205,0,"Preschool,K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,37.17,false,7,510126000439,,,0,0,0,0,112,0,0,0,43,2,2,0,190,0,0,0,2,0,0,0,43,0,0,0,223,0,0,0,613,2,2,0,2,0,2
58224,61928,21,32,5.51,3.05,6.38,6.1,99.25,98.48,14445.8,65.6,244.5,0,11,8,76178,138,2720221,4928,CAMERON ELEM,275730,00440,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,3434 CAMPBELL DR,ALEXANDRIA,VA,22303,46.82,53.18,551,46.82,53.18,0.4,9.4,49.7,20.3,16,0.7,3.5,10.7,37.2,37.9,0.4,0,7.82,0,0,0,0,0,65.6,0,1,1,1,false,false,true,205,0,"Preschool,K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,63.04,false,7,510126000440,,,2,0,0,0,52,0,0,0,112,0,0,0,274,2,0,0,4,0,0,0,19,0,0,0,88,0,0,0,551,2,0,0,0,0,0
58224,63570,21,14,5.51,4.08,6.38,12.24,99.25,100,14445.8,49,244.5,0,11,14,118568,179,2193122,3308,CANTERBURY WOODS ELEM,275731,00441,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,4910 WILLET DR,ANNANDALE,VA,22003,52.1,47.9,666,52.1,47.9,0.3,27.2,8.7,5.1,53.3,0.3,5.1,12.9,10.5,10.9,3.8,0,11.63,0,0,0,0,0,49,0,0,1,1,false,false,false,205,0,"K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,9.5,false,7,510126000441,,,2,0,0,0,181,0,0,0,34,0,0,0,58,0,0,0,2,0,0,0,34,0,0,0,355,0,0,0,666,0,0,0,0,0,0
58224,47803,21,21,5.51,1.94,6.38,11.65,99.25,100,14445.8,51.5,244.5,0,11,11,80449,136,1987244,3351,CARDINAL FOREST ELEM,275732,00442,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,8600 FORRESTER BLVD,SPRINGFIELD,VA,22152,55.33,44.67,591,55.33,44.67,0.7,15.9,29.1,9.3,39.3,0,5.8,17.6,25.6,25.3,1.2,0,10.14,0,0,0,0,0,51.5,0,1,1,1,false,false,false,205,0,"Preschool,K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,26.64,false,7,510126000442,,,4,0,0,0,94,0,0,0,55,0,0,0,172,0,0,0,0,0,0,0,34,0,0,0,232,0,2,0,591,0,2,0,4,0,0
58224,53400,21,14,5.51,2.06,6.38,10.31,99.25,97.94,14445.8,48.5,244.5,0,11,14,89996,138,2308153,3535,CHESTERBROOK ELEM,275733,00448,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,1753 KIRBY RD,MCLEAN,VA,22101,49.85,50.15,658,49.85,50.15,0,10.6,7.5,1.1,74.9,0.3,5.6,7.6,7.5,7.5,2.4,0,12.23,0,0,0,0,0,48.5,0,0,1,1,false,false,false,205,0,"K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,1.68,false,7,510126000448,,,0,0,0,0,70,0,0,0,7,0,0,0,49,0,0,0,2,0,0,0,37,0,0,0,493,0,0,0,658,0,0,0,0,0,0
58224,63153,21,21,5.51,12.45,6.38,18.67,99.25,95.85,14445.8,48.2,244.5,0,11,17,106663,130,2768451,3364,CHURCHILL ROAD ELEM,275734,00449,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,7100 CHURCHILL RD,MCLEAN,VA,22101,49.88,50.12,824,49.88,50.12,0.5,25.6,5.6,1.6,59.8,0.2,6.7,7.9,9.2,9.2,2.7,0,13.45,0,0,0,0,0,48.2,0,0,1,1,false,false,false,205,0,"K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,1.46,false,7,510126000449,,,4,0,0,0,211,0,0,0,13,0,0,0,46,0,0,0,2,0,0,0,55,0,0,0,493,0,0,0,824,0,0,0,0,0,0
58224,66687,21,34,5.51,3.08,6.38,3.08,99.25,100,14445.8,32.5,244.5,0,11,14,62343,132,1816506,3832,CLERMONT ELEM,275735,00450,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,5720 CLERMONT DR,ALEXANDRIA,VA,22310,56.24,43.76,473,56.24,43.76,0.4,10.4,21.1,4.7,57.3,0.9,5.3,6.8,19.2,19,1.5,0,13.74,0,0,0,0,0,32.5,0,0,1,1,false,false,false,205,0,"K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,16.03,false,7,510126000450,,,2,0,0,0,49,0,0,0,22,0,0,0,100,0,0,0,4,0,0,0,25,0,0,0,271,0,0,0,473,0,0,0,0,0,0
58224,43527,21,20,5.51,19.51,6.38,12.2,99.25,100,14445.8,41,244.5,0,11,11,98079,220,1647507,3702,COLUMBIA ELEM,275737,00452,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,6720 ALPINE DR,ANNANDALE,VA,22003,54.91,45.09,448,54.91,45.09,0,17,30.4,15,32.4,0.5,4.9,19.2,41.7,42.3,1.6,0,8.24,0,0,0,0,0,41,0,1,1,1,false,false,false,205,0,"Preschool,K,1,2,3,4,5",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,36.63,false,7,510126000452,,,0,0,0,0,76,0,0,0,67,0,0,0,136,0,0,0,2,0,0,0,22,0,2,0,145,0,2,0,448,0,4,0,0,0,0
58224,68720,21,24,5.51,3.65,6.38,3.65,99.25,98.17,14445.8,54.77,244.5,0,11,14,147373,178,2761028,3339,COOPER MIDDLE,275738,00453,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,977 BALLS HILL RD,MCLEAN,VA,22101,52.11,47.89,829,52.11,47.89,0.2,15.7,5.9,1.2,71.4,0,5.5,12.9,5.2,4.7,4.5,0,14.32,0,0,0,0,0,54.77,0,0,0,1,false,false,false,205,0,"7,8",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,2.18,false,7,510126000453,,,2,0,0,0,130,0,0,0,10,0,2,0,49,0,0,0,0,0,0,0,46,0,0,0,592,0,4,0,829,0,6,0,4,0,0
58224,59335,21,15,5.51,4.09,6.38,9.54,99.25,100,14445.8,73.4,244.5,0,11,8,36235,60,3097623,5171,CRESTWOOD ELEM,275739,00454,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,6010 HANOVER AVE,SPRINGFIELD,VA,22150,53,47,600,53,47,0.3,22.7,61.7,3.2,9.2,0.3,2.7,9.3,64.7,65.1,0.0,0,7.23,0,0,0,0,0,73.4,0,1,1,1,false,false,true,205,0,"Preschool,K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,71.79,false,7,510126000454,,,2,0,0,0,136,0,0,0,19,0,2,0,370,4,0,0,2,0,0,0,16,0,0,0,55,2,4,0,600,6,6,0,0,0,0
58224,65699,21,22,5.51,8.22,6.38,8.22,99.25,100,14445.8,36.5,244.5,0,11,14,74524,152,1965057,4019,CUNNINGHAM PARK ELEM,275740,00455,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,1001 PARK ST SE,VIENNA,VA,22180,55.44,44.56,487,55.44,44.56,0,13.1,28.5,1.4,52,0.4,4.5,12.7,31,31.7,2.0,0,11.51,0,0,0,0,0,36.5,0,1,1,1,false,false,false,205,0,"Preschool,K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,28.63,false,7,510126000455,,,0,0,0,0,64,0,0,0,7,0,0,0,139,0,2,0,2,0,0,0,22,0,0,0,253,0,0,0,487,0,2,0,0,0,0
58224,55394,21,13,5.51,7.62,6.38,5.44,99.25,98.91,14445.8,91.9,244.5,0,11,8,43366,56,3592349,4629,DOGWOOD ELEM,275741,00458,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,12300 GLADE DR.,RESTON,VA,20191,49.68,50.32,779,49.68,50.32,0.3,7.8,61,10.9,15.9,0.5,3.6,11.4,53.7,53.9,0.9,0,7.54,0,0,0,0,0,91.9,0,1,1,1,false,false,true,205,0,"Preschool,K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,68.56,false,7,510126000458,,,2,0,0,0,61,0,0,0,85,4,2,0,475,6,0,0,4,0,0,0,28,0,0,0,124,0,0,0,779,10,2,0,0,0,0
58224,51427,21,19,5.51,9.51,6.38,6.34,99.25,100,14445.8,94.6,244.5,0,11,8,105318,132,3412803,4271,HUTCHISON ELEM,275742,00460,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,13209 PARCHER AVE,HERNDON,VA,20170,47.01,52.99,804,47.01,52.99,0.5,16.2,59.1,9.4,12.8,0,2,11.4,62.4,63.5,0.3,0,7.29,0,0,0,0,0,94.6,0,1,1,1,false,false,true,205,0,"Preschool,K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,64.08,false,7,510126000460,,,4,0,0,0,130,0,2,0,76,0,4,0,475,2,9,0,0,0,0,0,16,2,0,0,103,0,2,0,804,4,17,0,9,0,0
58224,70538,21,27,5.51,3.8,6.38,1.52,99.25,100,14445.8,131.7,244.5,6,11,14,412703,250,7038710,4268,EDISON HIGH,275743,00461,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,5801 FRANCONIA RD,ALEXANDRIA,VA,22310,51.91,48.09,1647,51.91,48.09,0.2,13.7,29,19.4,33.9,0,3.7,12.3,16.3,16.6,1.9,0,11.89,0,0,0,0,0,131.7,0,0,0,0,false,true,false,205,0,"9,10,11,12",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,33.84,false,7,510126000461,,,4,0,0,0,226,7,2,2,319,20,8,2,478,44,8,0,0,0,0,0,61,4,0,0,559,21,5,0,1647,96,23,4,25,0,4
58224,62761,21,24,5.51,4.95,6.38,6.05,99.25,100,14445.8,181.7,244.5,11,11,14,555827,211,8953511,3391,FAIRFAX HIGH,275744,00463,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,3501 REBEL RUN,FAIRFAX,VA,22030,49.13,50.87,2642,49.13,50.87,0.2,25.1,18.4,10,41.9,0.1,4.2,11.2,12.4,12.5,2.5,0,13.07,0,0,0,0,1,181.7,0,0,0,0,false,true,false,205,0,"9,10,11,12",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,22.99,false,7,510126000463,,,4,0,0,0,664,50,4,0,265,71,9,4,487,113,6,4,2,0,0,0,112,12,2,0,1108,92,11,6,2642,338,32,14,16,0,12
58224,59262,21,18,5.51,2.6,6.38,12.99,99.25,100,14445.8,38.5,244.5,0,11,11,45301,104,1582827,3630,FAIRFAX VILLA ELEM,275745,00464,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,10900 SANTA CLARA DR,FAIRFAX,VA,22030,52.74,47.26,438,52.74,47.26,0.9,24.2,17.4,9.8,41.3,0,6.4,21.7,25.6,25,1.6,0,9.80,0,0,0,0,0,38.5,0,1,1,1,false,false,false,205,0,"Preschool,K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,27.75,false,7,510126000464,,,4,0,0,0,106,0,0,0,43,0,0,0,76,0,0,0,0,0,0,0,28,0,0,0,181,0,0,0,438,0,0,0,0,0,0
58224,64179,21,24,5.51,6.49,6.38,12.99,99.25,100,14445.8,46.2,244.5,0,11,14,91498,146,2406592,3844,FAIRHILL ELEM,275746,00466,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,3001 CHICHESTER LN,FAIRFAX,VA,22031,51.84,48.16,625,51.84,48.16,0,36.6,20.3,6.9,30.9,0.3,5,9.4,31.8,31.9,2.1,0,11.34,0,0,0,0,0,46.2,0,1,1,1,false,false,false,205,0,"Preschool,K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,21.41,false,7,510126000466,,,0,0,0,0,229,0,0,0,43,0,0,0,127,0,0,0,2,0,0,0,31,0,0,0,193,0,0,0,625,0,0,0,0,0,0
58224,63379,21,32,5.51,6.36,6.38,8.47,99.25,100,14445.8,47.2,244.5,0,11,14,110148,152,2436491,3365,FAIRVIEW ELEM,275747,00467,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,5815 OX RD,FAIRFAX STATION,VA,22039,54.25,45.75,730,54.25,45.75,0.3,10,10,3.8,72.5,0,3.4,13.0,10,10.6,2.6,0,13.36,0,0,0,0,0,47.2,0,1,1,1,false,false,false,205,0,"Preschool,K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,6.49,false,7,510126000467,,,2,0,0,0,73,0,0,0,28,0,0,0,73,0,0,0,0,0,0,0,25,0,0,0,529,0,0,0,730,0,0,0,0,0,0
58224,69744,21,20,5.51,4.48,6.38,5.97,99.25,99.25,14445.8,134,244.5,6,11,11,255849,164,6849130,4385,FALLS CHURCH HIGH,275748,00468,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,7521 JAGUAR TRAIL,FALLS CHURCH,VA,22042,52.72,47.28,1565,52.72,47.28,0.3,23.3,42.8,7.7,23.8,0.1,2,20.6,27.1,26.8,1.8,0,10.66,0,0,0,0,1,134,0,0,0,0,false,true,false,205,0,"9,10,11,12",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,50.58,false,7,510126000468,,,4,0,0,0,364,24,2,2,121,27,8,7,670,134,10,2,2,2,0,0,31,6,0,0,373,26,0,0,1565,219,20,11,22,0,8
58224,58286,21,22,5.51,6.67,6.38,8.89,99.25,100,14445.8,45,244.5,0,11,14,143850,208,2292467,3318,FLINT HILL ELEM,275749,00469,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,2444 FLINT HILL RD,VIENNA,VA,22181,52.83,47.17,689,52.83,47.17,0,10.2,8,1.5,70.3,0,10.2,11.2,6.2,6.8,1.5,0,13.29,0,0,0,0,0,45,0,0,1,1,false,false,false,205,0,"K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,4.34,false,7,510126000469,,,0,0,0,0,70,0,0,0,10,0,0,0,55,0,0,0,0,0,0,0,70,0,0,0,484,2,0,0,689,2,0,0,0,0,0
58224,73791,21,35,5.51,7.01,6.38,9.35,99.25,98.83,14445.8,42.8,244.5,0,11,17,85193,118,2742645,3804,FLORIS ELEM,275750,00470,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,2708 CENTREVILLE RD,HERNDON,VA,20171,49.45,50.55,722,49.45,50.55,0.6,56.2,4.3,3.9,32.1,0.3,2.6,9.8,13.8,13.6,1.0,0,14.62,0,0,0,0,0,42.8,0,0,1,1,false,false,false,205,0,"K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,4.72,false,7,510126000470,,,4,0,0,0,406,2,0,0,28,0,0,0,31,0,2,0,2,0,0,0,19,0,0,0,232,0,2,0,722,2,4,0,0,0,0
58224,59014,21,24,5.51,0,6.38,8,99.25,98.4,14445.8,62.5,244.5,0,11,14,115276,141,2889562,3532,FOREST EDGE ELEM,275751,00471,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,1501 BECONTREE LN,RESTON,VA,20190,51.22,48.78,820,51.22,48.78,0.2,16.9,13.7,19.9,42.2,0,7.1,16.7,21.3,21.6,1.6,0,12.30,0,0,0,0,0,62.5,0,1,1,1,false,false,false,205,0,"Preschool,K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,31.91,false,7,510126000471,,,2,0,0,0,139,0,0,0,163,0,0,0,112,2,0,0,0,0,0,0,58,0,0,0,346,0,0,0,820,2,0,0,6,0,0
58224,55671,21,8,5.51,6.96,6.38,4.18,99.25,95.82,14445.8,71.8,244.5,0,11,8,99022,159,2465411,3964,FORESTDALE ELEM,275752,00472,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,6530 ELDER AV,SPRINGFIELD,VA,22150,54.02,45.98,622,54.02,45.98,0.3,23.3,30.1,21.9,21.4,0,3,18.2,41.2,41,0.0,0,8.10,0,0,0,0,0,71.8,0,1,1,1,false,false,true,205,0,"Preschool,K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,45.98,false,7,510126000472,,,2,0,0,0,145,0,0,0,136,0,0,0,187,0,0,0,0,0,0,0,19,0,0,0,133,0,0,0,622,0,0,0,0,0,0
58224,62028,21,31,5.51,0,6.38,12.99,99.25,97.4,14445.8,38.5,244.5,0,11,14,49182,85,2099285,3613,FORT HUNT ELEM,275753,00473,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,8832 LINTON LN,ALEXANDRIA,VA,22308,48.1,51.9,580,48.1,51.9,0.3,2.2,20.3,23.4,48.8,0,4.8,10.2,12.6,13.3,2.8,0,13.67,0,0,0,0,0,38.5,0,0,1,1,false,false,false,205,0,"K,1,2,3,4,5,6",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,27.54,false,7,510126000473,,,2,0,0,0,13,0,0,0,136,8,2,0,118,0,2,0,0,0,0,0,28,0,0,0,283,0,2,0,580,8,6,0,0,0,0
58224,62306,21,29,5.51,6.16,6.38,10.27,99.25,98.97,14445.8,97.33,244.5,0,11,14,189780,156,4744126,3889,SANDBURG MIDDLE,275754,00474,6,2011,32506,FAIRFAX CO PBLC SCHS,5101260,8428 FORT HUNT RD,ALEXANDRIA,VA,22308,53.8,46.2,1225,53.8,46.2,0.3,6,31.7,18.4,38.8,0.3,4.5,13.6,21.1,21.7,2.8,0,10.86,0,0,0,0,0,97.33,0,0,0,1,false,false,false,205,0,"7,8",177820,177641,Full Day,Full Day,"0-2, 3, 4",0,40.49,false,7,510126000474,,,4,0,0,0,73,2,2,0,226,41,16,2,388,53,20,0,4,0,0,0,55,6,0,0,475,17,8,2,1225,119,46,4,27,0,0
