standardId,surveyYear,surveyCountry,surveyTitle,respondentGender,respondentBirthYear,qg_40,qg_41,qg_42,qg_43_ag_310,qg_43_ag_311,qg_43_ag_312,qg_43_ag_313,qg_43_ag_314,qg_43_ag_315,qg_43_ag_316,qg_45,qg_46,qg_47,qg_48,qg_49,qg_69,qg_70,qg_71,qg_72,qg_73,qg_74,qg_75,qg_76,qg_77,qg_78,qg_79,qg_80,qg_81,qg_84,qg_85
22339,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,,,,,Don't know,Don't know,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
23417,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,55-64,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,No,Don't know,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
23537,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,,,,,,Yes,Don't know,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
21242,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,,,,,No,No,Too much,Enhance the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
23516,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,Don't know,"Yes, with UN authorization and congressional approval",Don't know,Further economic sanctions against the Syrian government,,,,,Other: (specify)|Financial and moral support for opposition,,Don't know,Don't know,Too much,Don't know,Don't know,,,,,,,,,,,,,,,
20376,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,No,No,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
22127,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,Don't know,No,No,,,Establishment of no-fly zones,,,,,No,Don't know,About the right amount,Enhance the national security of the United States,Don't know,,,,,,,,,,,,,,,
24316,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,65 and up,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,No,No,Too much,Have no impact on the national security of the United States,Partition into two states,,,,,,,,,,,,,,,
25385,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
11354,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,Don't know,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
24632,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,55-64,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
20004,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,No,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25432,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Don't know,"Yes, with UN authorization and congressional approval",No,,,,Air strikes against Syrian government forces,,,,Yes,Don't know,Too much,Have no impact on the national security of the United States,Don't know,,,,,,,,,,,,,,,
23659,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25512,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,Yes,About the right amount,Decrease the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
12186,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,55-64,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,,,,,,No,No,Too much,Don't know,Other: (specify),,,,,,,,,,,,,,,
10385,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,20-34,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",No,,,Establishment of no-fly zones,Air strikes against Syrian government forces,,Other: (specify)|more active diplomacy,,Yes,No,Too much,Enhance the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
25209,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will comply by June 30, 2014","Yes, with UN authorization",Don't know,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,No,No,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
21042,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will comply by June 30, 2014",,No,,,,,,Other: (specify)|NO INTERVENTION. This is a civil war.,,No,No,Too much,Have no impact on the national security of the United States,,,,,,,,,,,,,,,,
25505,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,,Air strikes against Syrian government forces,,,,Yes,No,Too little,Decrease the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25823,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,No,Too much,Have no impact on the national security of the United States,Partition into two states,,,,,,,,,,,,,,,
23061,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,,,,,,No,No,Too much,Decrease the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
21792,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25393,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,35-44,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, regardless of UN or congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,,Air strikes against Syrian government forces,,,,No,Yes,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
12467,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,Yes,Further economic sanctions against the Syrian government,,,,,,,Yes,Don't know,Too much,Enhance the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
22645,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Syria will not comply with the agreement,"Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,No,About the right amount,Have no impact on the national security of the United States,Civil war,,,,,,,,,,,,,,,
20674,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,Yes,Too much,Have no impact on the national security of the United States,Stable government representing pro-Russian groups (unified Ukraine),,,,,,,,,,,,,,,
24044,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,35-44,Syria will not comply with the agreement,"Yes, with UN authorization",No,Further economic sanctions against the Syrian government,,,Air strikes against Syrian government forces,,,,Don't know,No,About the right amount,Decrease the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
25094,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,55-64,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,,,,,Yes,No,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25461,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,35-44,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,,,,,,,No further action is needed,No,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
25421,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
25289,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,55-64,Don't know,No,Don't know,,,,,,,No further action is needed,Don't know,Don't know,Too much,Don't know,Don't know,,,,,,,,,,,,,,,
24276,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,,,,,,Other: (specify)|Determine the reasons for failure to comply.,,Don't know,Don't know,About the right amount,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
25824,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,35-44,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Don't know,Don't know,Too much,Have no impact on the national security of the United States,Don't know,,,,,,,,,,,,,,,
21287,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22128,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will comply by June 30, 2014",No,,Further economic sanctions against the Syrian government,,,,,,,Don't know,No,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
23552,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,35-44,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,"Other: (specify)|Coalition pressures across policy issues, backdoor diplomacy",,Yes,Yes,Too much,Don't know,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
23159,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,Syria will not comply with the agreement,"Yes, with UN authorization",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,Yes,About the right amount,Decrease the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25158,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",Don't know,No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,,,,,,No,No,About the right amount,Have no impact on the national security of the United States,Stable government representing pro-Russian groups (unified Ukraine),,,,,,,,,,,,,,,
20308,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
20313,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,Too much,Don't know,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25886,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,Yes,Too much,Enhance the national security of the United States,Stable government representing pro-Russian groups (unified Ukraine),,,,,,,,,,,,,,,
12263,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,35-44,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Don't know,Don't know,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
10676,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,,,,,,Yes,No,Too much,Enhance the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
11760,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,35-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10808,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,35-44,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, regardless of UN or congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,No,Yes,About the right amount,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
11022,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
23756,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,35-44,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Don't know,Don't know,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25928,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,35-44,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,About the right amount,Don't know,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
26095,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,Don't know,Don't know,Don't know,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,,,,,,Don't know,Don't know,Too much,Don't know,Don't know,,,,,,,,,,,,,,,
21525,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will comply by June 30, 2014","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,Don't know,Too much,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
12550,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, regardless of UN or congressional approval",Don't know,,,Establishment of no-fly zones,,,,,No,Yes,Too much,Have no impact on the national security of the United States,Partition into two states,,,,,,,,,,,,,,,
25441,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23914,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,55-64,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,No,Don't know,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25658,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,,,,,,Yes,Don't know,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25184,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,Don't know,Too much,Enhance the national security of the United States,Don't know,,,,,,,,,,,,,,,
21942,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,No,No,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
20156,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,,,,,No,Yes,About the right amount,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
20684,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,Don't know,No,Don't know,Have no impact on the national security of the United States,Don't know,,,,,,,,,,,,,,,
25595,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Partition into two states,,,,,,,,,,,,,,,
22592,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23174,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,,,,,,,No,Don't know,About the right amount,Have no impact on the national security of the United States,Don't know,,,,,,,,,,,,,,,
24832,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with congressional approval",No,,,,Air strikes against Syrian government forces,,,,No,No,About the right amount,Decrease the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
25304,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,Don't know,Don't know,No,,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,,,,,No,No,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
24273,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,,,,,Yes,Don't know,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
21730,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Syria will not comply with the agreement,"Yes, with congressional approval",No,,,,,,"Other: (specify)|These questions are inadequate. I support decisive force, which is organically beyond the capacity of Obama and his Administration.   See Bing West in the August 2014 National Review.   You would have done a better job on this set of questions substituting Iran for Syria.",,No,Don't know,Too little,Decrease the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
25408,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,No,No,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
22295,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Syria will not comply with the agreement,No,No,Further economic sanctions against the Syrian government,,,Air strikes against Syrian government forces,,,,Don't know,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
11945,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12409,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,35-44,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,Too much,Enhance the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
25210,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,45-54,Syria will not comply with the agreement,Don't know,No,,,,,,Other: (specify)|not sure. I'd have to hear argument pro and con each of these options and consider them carefully,,Don't know,Don't know,Don't know,Don't know,Don't know,,,,,,,,,,,,,,,
25223,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
11332,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
25211,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,65 and up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20120,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
24381,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",No,Further economic sanctions against the Syrian government,,,,,,,Yes,No,Too much,Enhance the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
21947,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,,,,,,No,Yes,Too much,Decrease the national security of the United States,Partition into two states,,,,,,,,,,,,,,,
25727,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization and congressional approval",No,,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,No,Don't know,Too much,Have no impact on the national security of the United States,Don't know,,,,,,,,,,,,,,,
25145,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Yes,No,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
23582,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,No,No,About the right amount,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
21292,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,Syria will not comply with the agreement,No,No,,,,,,"Other: (specify)|need to rely on multinational approach, e.g., supporting the UN",,No,No,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
11681,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,35-44,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,,,,,,,No further action is needed,Yes,No,Too little,Have no impact on the national security of the United States,Stable government representing pro-Russian groups (unified Ukraine),,,,,,,,,,,,,,,
23413,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,,,No,No,About the right amount,Have no impact on the national security of the United States,Other: (specify),,,,,,,,,,,,,,,
22780,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,35-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12340,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10797,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,55-64,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,,,,,Don't know,Yes,Too much,Enhance the national security of the United States,Partition into two states,,,,,,,,,,,,,,,
24177,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24615,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,f,45-54,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement",No,No,Further economic sanctions against the Syrian government,,,,,Other: (specify)|Pressure Russia to pressure Assad to comply.,,No,No,Too much,Have no impact on the national security of the United States,Violent conflict and/or protests short of civil war,,,,,,,,,,,,,,,
24397,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,55-64,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",Don't know,Further economic sanctions against the Syrian government,Supplying additional arms to opposition forces in Syria,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,Yes,Too much,Have no impact on the national security of the United States,Stable government representing pro-Russian groups (unified Ukraine),,,,,,,,,,,,,,,
24736,2014,US,TRIP Snap Poll: 9 Questions on Current Global Issues,m,35-44,"Syria will not comply by June 30, 2014, but it ultimately will comply with the agreement","Yes, with UN authorization",No,Further economic sanctions against the Syrian government,,Establishment of no-fly zones,Air strikes against Syrian government forces,,,,Yes,No,Too much,Have no impact on the national security of the United States,Stable government representing pro-Western groups (unified Ukraine),,,,,,,,,,,,,,,
