Revenue/Expenditure,Budget Type,District,Government,Value,Workplan,Year,Vote,Revenue Source
Revenue,Development Revenues,Mityana District,District Government,"125,200",Workplan 5: Health,2015/16 Proposed Budget,Vote: 568,Donor Funding
Revenue,Development Revenues,Mityana District,District Government,"40,000",Workplan 5: Health,2014/15 Approved Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Mityana District,District Government,"15,600",Workplan 5: Health,2015/16 Proposed Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Mityana District,District Government,"16,290",Workplan 5: Health,2014/15 Approved Budget,Vote: 568,Unspent balances - Conditional Grants
Revenue,Development Revenues,Mityana District,District Government,,Workplan 5: Health,2015/16 Proposed Budget,Vote: 568,Unspent balances - Conditional Grants
Expenditure,Recurrent Expenditure,Mityana District,District Government,"5,251,054",Workplan 5: Health,2014/15 Approved Budget,Vote: 568,Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"5,251,054",Workplan 5: Health,2015/16 Proposed Budget,Vote: 568,Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"549,287",Workplan 5: Health,2014/15 Approved Budget,Vote: 568,Non Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"616,048",Workplan 5: Health,2015/16 Proposed Budget,Vote: 568,Non Wage
Expenditure,Development Expenditure,Mityana District,District Government,"222,627",Workplan 5: Health,2014/15 Approved Budget,Vote: 568,Domestic Development
Expenditure,Development Expenditure,Mityana District,District Government,"181,937",Workplan 5: Health,2015/16 Proposed Budget,Vote: 568,Domestic Development
Expenditure,Development Expenditure,Mityana District,District Government,"389,163",Workplan 5: Health,2014/15 Approved Budget,Vote: 568,Donor Development
Expenditure,Development Expenditure,Mityana District,District Government,"125,200",Workplan 5: Health,2015/16 Proposed Budget,Vote: 568,Donor Development
Revenue,Recurrent Revenues,Mityana District,District Government,"447,883",Workplan 6: Education,2014/15 Approved Budget,Vote: 568,Conditional Grant to Primary Education
Revenue,Recurrent Revenues,Mityana District,District Government,"575,308",Workplan 6: Education,2015/16 Proposed Budget,Vote: 568,Conditional Grant to Primary Education
Revenue,Recurrent Revenues,Mityana District,District Government,"9,491,396",Workplan 6: Education,2014/15 Approved Budget,Vote: 568,Conditional Grant to Primary Salaries
Revenue,Recurrent Revenues,Mityana District,District Government,"9,491,396",Workplan 6: Education,2015/16 Proposed Budget,Vote: 568,Conditional Grant to Primary Salaries
Revenue,Recurrent Revenues,Mityana District,District Government,"1,332,186",Workplan 6: Education,2014/15 Approved Budget,Vote: 568,Conditional Grant to Secondary Education
Revenue,Recurrent Revenues,Mityana District,District Government,"1,775,123",Workplan 6: Education,2015/16 Proposed Budget,Vote: 568,Conditional Grant to Secondary Education
Revenue,Recurrent Revenues,Mityana District,District Government,"2,994,320",Workplan 6: Education,2014/15 Approved Budget,Vote: 568,Conditional Grant to Secondary Salaries
Revenue,Recurrent Revenues,Mityana District,District Government,"2,994,320",Workplan 6: Education,2015/16 Proposed Budget,Vote: 568,Conditional Grant to Secondary Salaries
Revenue,Recurrent Revenues,Mityana District,District Government,"482,090",Workplan 6: Education,2014/15 Approved Budget,Vote: 568,Conditional Grant to Tertiary Salaries
Revenue,Recurrent Revenues,Mityana District,District Government,"482,090",Workplan 6: Education,2015/16 Proposed Budget,Vote: 568,Conditional Grant to Tertiary Salaries
Revenue,Recurrent Revenues,Mityana District,District Government,"410,561",Workplan 6: Education,2014/15 Approved Budget,Vote: 568,Conditional Transfers for Primary Teachers Colleges
Revenue,Recurrent Revenues,Mityana District,District Government,"543,158",Workplan 6: Education,2015/16 Proposed Budget,Vote: 568,Conditional Transfers for Primary Teachers Colleges
Revenue,Recurrent Revenues,Mityana District,District Government,"58,894",Workplan 6: Education,2014/15 Approved Budget,Vote: 568,Conditional transfers to School Inspection Grant
Revenue,Recurrent Revenues,Mityana District,District Government,"58,894",Workplan 6: Education,2015/16 Proposed Budget,Vote: 568,Conditional transfers to School Inspection Grant
Revenue,Recurrent Revenues,Mityana District,District Government,"10,800",Workplan 6: Education,2014/15 Approved Budget,Vote: 568,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Mityana District,District Government,"10,800",Workplan 6: Education,2015/16 Proposed Budget,Vote: 568,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Mityana District,District Government,"54,000",Workplan 6: Education,2014/15 Approved Budget,Vote: 568,Locally Raised Revenues
Revenue,Recurrent Revenues,Mityana District,District Government,"53,413",Workplan 6: Education,2015/16 Proposed Budget,Vote: 568,Locally Raised Revenues
Revenue,Recurrent Revenues,Mityana District,District Government,"10,540",Workplan 6: Education,2014/15 Approved Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Mityana District,District Government,"20,370",Workplan 6: Education,2015/16 Proposed Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Mityana District,District Government,"45,532",Workplan 6: Education,2014/15 Approved Budget,Vote: 568,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Mityana District,District Government,"45,532",Workplan 6: Education,2015/16 Proposed Budget,Vote: 568,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Mityana District,District Government,"210,652",Workplan 6: Education,2014/15 Approved Budget,Vote: 568,Conditional Grant to SFG
Revenue,Development Revenues,Mityana District,District Government,"210,652",Workplan 6: Education,2015/16 Proposed Budget,Vote: 568,Conditional Grant to SFG
Revenue,Development Revenues,Mityana District,District Government,"178,152",Workplan 6: Education,2014/15 Approved Budget,Vote: 568,Construction of Secondary Schools
Revenue,Development Revenues,Mityana District,District Government,"178,152",Workplan 6: Education,2015/16 Proposed Budget,Vote: 568,Construction of Secondary Schools
Revenue,Development Revenues,Mityana District,District Government,"30,944",Workplan 6: Education,2014/15 Approved Budget,Vote: 568,LGMSD (Former LGDP)
Revenue,Development Revenues,Mityana District,District Government,"30,944",Workplan 6: Education,2015/16 Proposed Budget,Vote: 568,LGMSD (Former LGDP)
Revenue,Development Revenues,Mityana District,District Government,"48,268",Workplan 6: Education,2014/15 Approved Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Mityana District,District Government,"41,916",Workplan 6: Education,2015/16 Proposed Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Mityana District,District Government,"72,678",Workplan 6: Education,2014/15 Approved Budget,Vote: 568,Unspent balances - Conditional Grants
Revenue,Development Revenues,Mityana District,District Government,,Workplan 6: Education,2015/16 Proposed Budget,Vote: 568,Unspent balances - Conditional Grants
Expenditure,Recurrent Expenditure,Mityana District,District Government,"13,013,337",Workplan 6: Education,2014/15 Approved Budget,Vote: 568,Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"13,013,337",Workplan 6: Education,2015/16 Proposed Budget,Vote: 568,Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"2,324,865",Workplan 6: Education,2014/15 Approved Budget,Vote: 568,Non Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"3,037,065",Workplan 6: Education,2015/16 Proposed Budget,Vote: 568,Non Wage
Expenditure,Development Expenditure,Mityana District,District Government,"540,695",Workplan 6: Education,2014/15 Approved Budget,Vote: 568,Domestic Development
Expenditure,Development Expenditure,Mityana District,District Government,"461,664",Workplan 6: Education,2015/16 Proposed Budget,Vote: 568,Domestic Development
Expenditure,Development Expenditure,Mityana District,District Government,0,Workplan 6: Education,2014/15 Approved Budget,Vote: 568,Donor Development
Expenditure,Development Expenditure,Mityana District,District Government,0,Workplan 6: Education,2015/16 Proposed Budget,Vote: 568,Donor Development
Revenue,Recurrent Revenues,Mityana District,District Government,,Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 568,Locally Raised Revenues
Revenue,Recurrent Revenues,Mityana District,District Government,,Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 568,Locally Raised Revenues
Revenue,Recurrent Revenues,Mityana District,District Government,"49,733",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Mityana District,District Government,"87,299",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Mityana District,District Government,"45,532",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 568,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Mityana District,District Government,"45,532",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 568,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Mityana District,District Government,,Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 568,District Unconditional Grant - Non Wage
Revenue,Development Revenues,Mityana District,District Government,512,Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 568,District Unconditional Grant - Non Wage
Revenue,Development Revenues,Mityana District,District Government,"22,592",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 568,LGMSD (Former LGDP)
Revenue,Development Revenues,Mityana District,District Government,"22,592",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 568,LGMSD (Former LGDP)
Revenue,Development Revenues,Mityana District,District Government,"167,172",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Mityana District,District Government,"153,219",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Mityana District,District Government,"795,342",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 568,Other Transfers from Central Government
Revenue,Development Revenues,Mityana District,District Government,"795,342",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 568,Other Transfers from Central Government
Expenditure,Recurrent Expenditure,Mityana District,District Government,"45,532",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 568,Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"45,532",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 568,Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"49,733",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 568,Non Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"87,299",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 568,Non Wage
Expenditure,Development Expenditure,Mityana District,District Government,"985,106",Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 568,Domestic Development
Expenditure,Development Expenditure,Mityana District,District Government,"971,665",Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 568,Domestic Development
Expenditure,Development Expenditure,Mityana District,District Government,0,Workplan 7a: Roads and Engineering,2014/15 Approved Budget,Vote: 568,Donor Development
Expenditure,Development Expenditure,Mityana District,District Government,0,Workplan 7a: Roads and Engineering,2015/16 Proposed Budget,Vote: 568,Donor Development
Revenue,Recurrent Revenues,Mityana District,District Government,850,Workplan 7b: Water,2014/15 Approved Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Mityana District,District Government,300,Workplan 7b: Water,2015/16 Proposed Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Mityana District,District Government,"22,000",Workplan 7b: Water,2014/15 Approved Budget,Vote: 568,Sanitation and Hygiene
Revenue,Recurrent Revenues,Mityana District,District Government,"22,000",Workplan 7b: Water,2015/16 Proposed Budget,Vote: 568,Sanitation and Hygiene
Revenue,Recurrent Revenues,Mityana District,District Government,"29,486",Workplan 7b: Water,2014/15 Approved Budget,Vote: 568,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Mityana District,District Government,"29,486",Workplan 7b: Water,2015/16 Proposed Budget,Vote: 568,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Mityana District,District Government,"461,565",Workplan 7b: Water,2014/15 Approved Budget,Vote: 568,Conditional transfer for Rural Water
Revenue,Development Revenues,Mityana District,District Government,"461,565",Workplan 7b: Water,2015/16 Proposed Budget,Vote: 568,Conditional transfer for Rural Water
Expenditure,Recurrent Expenditure,Mityana District,District Government,"29,486",Workplan 7b: Water,2014/15 Approved Budget,Vote: 568,Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"29,486",Workplan 7b: Water,2015/16 Proposed Budget,Vote: 568,Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"22,850",Workplan 7b: Water,2014/15 Approved Budget,Vote: 568,Non Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"22,300",Workplan 7b: Water,2015/16 Proposed Budget,Vote: 568,Non Wage
Expenditure,Development Expenditure,Mityana District,District Government,"461,565",Workplan 7b: Water,2014/15 Approved Budget,Vote: 568,Domestic Development
Expenditure,Development Expenditure,Mityana District,District Government,"461,565",Workplan 7b: Water,2015/16 Proposed Budget,Vote: 568,Domestic Development
Expenditure,Development Expenditure,Mityana District,District Government,0,Workplan 7b: Water,2014/15 Approved Budget,Vote: 568,Donor Development
Expenditure,Development Expenditure,Mityana District,District Government,0,Workplan 7b: Water,2015/16 Proposed Budget,Vote: 568,Donor Development
Revenue,Recurrent Revenues,Mityana District,District Government,"8,248",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 568,Conditional Grant to District Natural Res. - Wetlands (
Revenue,Recurrent Revenues,Mityana District,District Government,"8,248",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 568,Conditional Grant to District Natural Res. - Wetlands (
Revenue,Recurrent Revenues,Mityana District,District Government,"22,081",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 568,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Mityana District,District Government,"22,081",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 568,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Mityana District,District Government,"4,719",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 568,Locally Raised Revenues
Revenue,Recurrent Revenues,Mityana District,District Government,"4,719",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 568,Locally Raised Revenues
Revenue,Recurrent Revenues,Mityana District,District Government,"52,821",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Mityana District,District Government,"78,188",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Mityana District,District Government,"102,446",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 568,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Mityana District,District Government,"102,446",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 568,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Mityana District,District Government,"242,358",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 568,Donor Funding
Revenue,Development Revenues,Mityana District,District Government,,Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 568,Donor Funding
Revenue,Development Revenues,Mityana District,District Government,"18,000",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 568,LGMSD (Former LGDP)
Revenue,Development Revenues,Mityana District,District Government,"18,000",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 568,LGMSD (Former LGDP)
Revenue,Development Revenues,Mityana District,District Government,"20,286",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Mityana District,District Government,"8,881",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Mityana District,District Government,"142,666",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 568,Unspent balances - Conditional Grants
Revenue,Development Revenues,Mityana District,District Government,,Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 568,Unspent balances - Conditional Grants
Expenditure,Recurrent Expenditure,Mityana District,District Government,"102,446",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 568,Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"102,446",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 568,Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"87,868",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 568,Non Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"113,235",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 568,Non Wage
Expenditure,Development Expenditure,Mityana District,District Government,"180,953",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 568,Domestic Development
Expenditure,Development Expenditure,Mityana District,District Government,"26,881",Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 568,Domestic Development
Expenditure,Development Expenditure,Mityana District,District Government,"242,358",Workplan 8: Natural Resources,2014/15 Approved Budget,Vote: 568,Donor Development
Expenditure,Development Expenditure,Mityana District,District Government,0,Workplan 8: Natural Resources,2015/16 Proposed Budget,Vote: 568,Donor Development
Revenue,Recurrent Revenues,Mityana District,District Government,"3,807",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 568,Conditional Grant to Community Devt Assistants Non 
Revenue,Recurrent Revenues,Mityana District,District Government,"3,807",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 568,Conditional Grant to Community Devt Assistants Non 
Revenue,Recurrent Revenues,Mityana District,District Government,"15,027",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 568,Conditional Grant to Functional Adult Lit
Revenue,Recurrent Revenues,Mityana District,District Government,"15,027",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 568,Conditional Grant to Functional Adult Lit
Revenue,Recurrent Revenues,Mityana District,District Government,"13,707",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 568,Conditional Grant to Women Youth and Disability Gra
Revenue,Recurrent Revenues,Mityana District,District Government,"13,707",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 568,Conditional Grant to Women Youth and Disability Gra
Revenue,Recurrent Revenues,Mityana District,District Government,"28,616",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 568,Conditional transfers to Special Grant for PWDs
Revenue,Recurrent Revenues,Mityana District,District Government,"28,616",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 568,Conditional transfers to Special Grant for PWDs
Revenue,Recurrent Revenues,Mityana District,District Government,"3,774",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 568,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Mityana District,District Government,"3,774",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 568,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Mityana District,District Government,"2,626",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 568,Locally Raised Revenues
Revenue,Recurrent Revenues,Mityana District,District Government,"2,626",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 568,Locally Raised Revenues
Revenue,Recurrent Revenues,Mityana District,District Government,"19,062",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Mityana District,District Government,"36,761",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Mityana District,District Government,"3,500",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 568,Other Transfers from Central Government
Revenue,Recurrent Revenues,Mityana District,District Government,"3,500",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 568,Other Transfers from Central Government
Revenue,Recurrent Revenues,Mityana District,District Government,"113,829",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 568,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Mityana District,District Government,"113,829",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 568,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Mityana District,District Government,"172,806",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 568,Donor Funding
Revenue,Development Revenues,Mityana District,District Government,"100,000",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 568,Donor Funding
Revenue,Development Revenues,Mityana District,District Government,"90,241",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 568,LGMSD (Former LGDP)
Revenue,Development Revenues,Mityana District,District Government,"90,241",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 568,LGMSD (Former LGDP)
Revenue,Development Revenues,Mityana District,District Government,682,Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Mityana District,District Government,"1,500",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Mityana District,District Government,"2,286",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 568,Unspent balances - Conditional Grants
Revenue,Development Revenues,Mityana District,District Government,,Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 568,Unspent balances - Conditional Grants
Expenditure,Recurrent Expenditure,Mityana District,District Government,"113,829",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 568,Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"113,829",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 568,Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"90,118",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 568,Non Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"107,817",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 568,Non Wage
Expenditure,Development Expenditure,Mityana District,District Government,"93,209",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 568,Domestic Development
Expenditure,Development Expenditure,Mityana District,District Government,"91,741",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 568,Domestic Development
Expenditure,Development Expenditure,Mityana District,District Government,"172,806",Workplan 9: Community Based Services,2014/15 Approved Budget,Vote: 568,Donor Development
Expenditure,Development Expenditure,Mityana District,District Government,"100,000",Workplan 9: Community Based Services,2015/16 Proposed Budget,Vote: 568,Donor Development
Revenue,Recurrent Revenues,Mityana District,District Government,"6,371",Workplan 10: Planning,2014/15 Approved Budget,Vote: 568,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Mityana District,District Government,"6,371",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 568,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Mityana District,District Government,"15,723",Workplan 10: Planning,2014/15 Approved Budget,Vote: 568,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Mityana District,District Government,"15,723",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 568,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Mityana District,District Government,"20,177",Workplan 10: Planning,2014/15 Approved Budget,Vote: 568,Locally Raised Revenues
Revenue,Recurrent Revenues,Mityana District,District Government,"20,177",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 568,Locally Raised Revenues
Revenue,Recurrent Revenues,Mityana District,District Government,"28,988",Workplan 10: Planning,2014/15 Approved Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Mityana District,District Government,"47,370",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Mityana District,District Government,"650,372",Workplan 10: Planning,2014/15 Approved Budget,Vote: 568,Other Transfers from Central Government
Revenue,Recurrent Revenues,Mityana District,District Government,,Workplan 10: Planning,2015/16 Proposed Budget,Vote: 568,Other Transfers from Central Government
Revenue,Recurrent Revenues,Mityana District,District Government,"22,766",Workplan 10: Planning,2014/15 Approved Budget,Vote: 568,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Mityana District,District Government,"22,766",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 568,Transfer of District Unconditional Grant - Wage
Revenue,Development Revenues,Mityana District,District Government,"8,910",Workplan 10: Planning,2014/15 Approved Budget,Vote: 568,Donor Funding
Revenue,Development Revenues,Mityana District,District Government,"4,800",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 568,Donor Funding
Revenue,Development Revenues,Mityana District,District Government,"24,296",Workplan 10: Planning,2014/15 Approved Budget,Vote: 568,LGMSD (Former LGDP)
Revenue,Development Revenues,Mityana District,District Government,"24,296",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 568,LGMSD (Former LGDP)
Revenue,Development Revenues,Mityana District,District Government,"7,825",Workplan 10: Planning,2014/15 Approved Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Mityana District,District Government,"6,512",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Expenditure,Recurrent Expenditure,Mityana District,District Government,"22,766",Workplan 10: Planning,2014/15 Approved Budget,Vote: 568,Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"22,766",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 568,Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"721,630",Workplan 10: Planning,2014/15 Approved Budget,Vote: 568,Non Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"89,641",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 568,Non Wage
Expenditure,Development Expenditure,Mityana District,District Government,"32,121",Workplan 10: Planning,2014/15 Approved Budget,Vote: 568,Domestic Development
Expenditure,Development Expenditure,Mityana District,District Government,"30,807",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 568,Domestic Development
Expenditure,Development Expenditure,Mityana District,District Government,"8,910",Workplan 10: Planning,2014/15 Approved Budget,Vote: 568,Donor Development
Expenditure,Development Expenditure,Mityana District,District Government,"4,800",Workplan 10: Planning,2015/16 Proposed Budget,Vote: 568,Donor Development
Revenue,Recurrent Revenues,Mityana District,District Government,"6,000",Workplan 11: Internal Audit,2014/15 Approved Budget,Vote: 568,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Mityana District,District Government,"6,000",Workplan 11: Internal Audit,2015/16 Proposed Budget,Vote: 568,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Mityana District,District Government,"7,430",Workplan 11: Internal Audit,2014/15 Approved Budget,Vote: 568,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Mityana District,District Government,"7,430",Workplan 11: Internal Audit,2015/16 Proposed Budget,Vote: 568,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Mityana District,District Government,"25,195",Workplan 11: Internal Audit,2014/15 Approved Budget,Vote: 568,Locally Raised Revenues
Revenue,Recurrent Revenues,Mityana District,District Government,"19,195",Workplan 11: Internal Audit,2015/16 Proposed Budget,Vote: 568,Locally Raised Revenues
Revenue,Recurrent Revenues,Mityana District,District Government,,Workplan 11: Internal Audit,2014/15 Approved Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Mityana District,District Government,"17,402",Workplan 11: Internal Audit,2015/16 Proposed Budget,Vote: 568,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Mityana District,District Government,"34,149",Workplan 11: Internal Audit,2014/15 Approved Budget,Vote: 568,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Mityana District,District Government,"34,149",Workplan 11: Internal Audit,2015/16 Proposed Budget,Vote: 568,Transfer of District Unconditional Grant - Wage
Expenditure,Recurrent Expenditure,Mityana District,District Government,"34,149",Workplan 11: Internal Audit,2014/15 Approved Budget,Vote: 568,Wage
