Revenue/Expenditure,Budget Type,District,Government,Value,Workplan,Year,Vote,Revenue Source
Revenue,Recurrent Revenues,Gomba District,District Government,"3,737",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 591,Locally Raised Revenues
Revenue,Recurrent Revenues,Gomba District,District Government,"5,598",Workplan 9: Community Based Services,2011/12 Approved Budget,Vote: 591,Conditional Grant to Functional Adult Lit
Revenue,Recurrent Revenues,Gomba District,District Government,"9,607",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 591,Conditional Grant to Functional Adult Lit
Revenue,Recurrent Revenues,Gomba District,District Government,"15,028",Workplan 9: Community Based Services,2011/12 Approved Budget,Vote: 591,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Gomba District,District Government,"51,670",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 591,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Gomba District,District Government,,Workplan 9: Community Based Services,2011/12 Approved Budget,Vote: 591,Unspent balances - Other Government Transfers
Revenue,Recurrent Revenues,Gomba District,District Government,,Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 591,Unspent balances - Other Government Transfers
Revenue,Recurrent Revenues,Gomba District,District Government,"1,402",Workplan 9: Community Based Services,2011/12 Approved Budget,Vote: 591,Conditional Grant to Community Devt Assistants Non 
Revenue,Recurrent Revenues,Gomba District,District Government,"2,439",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 591,Conditional Grant to Community Devt Assistants Non 
Revenue,Development Revenues,Gomba District,District Government,,Workplan 9: Community Based Services,2011/12 Approved Budget,Vote: 591,Donor Funding
Revenue,Development Revenues,Gomba District,District Government,"3,500",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 591,Donor Funding
Revenue,Development Revenues,Gomba District,District Government,,Workplan 9: Community Based Services,2011/12 Approved Budget,Vote: 591,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Gomba District,District Government,"47,625",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 591,Multi-Sectoral Transfers to LLGs
Expenditure,Recurrent Expenditure,Gomba District,District Government,"15,028",Workplan 9: Community Based Services,2011/12 Approved Budget,Vote: 591,Wage
Expenditure,Recurrent Expenditure,Gomba District,District Government,"79,990",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 591,Wage
Expenditure,Recurrent Expenditure,Gomba District,District Government,"32,986",Workplan 9: Community Based Services,2011/12 Approved Budget,Vote: 591,Non Wage
Expenditure,Recurrent Expenditure,Gomba District,District Government,"75,889",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 591,Non Wage
Expenditure,Development Expenditure,Gomba District,District Government,0,Workplan 9: Community Based Services,2011/12 Approved Budget,Vote: 591,Domestic Development
Expenditure,Development Expenditure,Gomba District,District Government,"47,625",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 591,Domestic Development
Expenditure,Development Expenditure,Gomba District,District Government,0,Workplan 9: Community Based Services,2011/12 Approved Budget,Vote: 591,Donor Development
Expenditure,Development Expenditure,Gomba District,District Government,"3,500",Workplan 9: Community Based Services,2012/13 Approved Budget,Vote: 591,Donor Development
Revenue,Recurrent Revenues,Gomba District,District Government,"18,057",Workplan 10: Planning,2011/12 Approved Budget,Vote: 591,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Gomba District,District Government,"19,967",Workplan 10: Planning,2012/13 Approved Budget,Vote: 591,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Gomba District,District Government,"10,483",Workplan 10: Planning,2011/12 Approved Budget,Vote: 591,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Gomba District,District Government,"8,651",Workplan 10: Planning,2012/13 Approved Budget,Vote: 591,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Gomba District,District Government,"6,234",Workplan 10: Planning,2011/12 Approved Budget,Vote: 591,Locally Raised Revenues
Revenue,Recurrent Revenues,Gomba District,District Government,"5,531",Workplan 10: Planning,2012/13 Approved Budget,Vote: 591,Locally Raised Revenues
Revenue,Recurrent Revenues,Gomba District,District Government,"3,291",Workplan 10: Planning,2011/12 Approved Budget,Vote: 591,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Gomba District,District Government,"7,840",Workplan 10: Planning,2012/13 Approved Budget,Vote: 591,Conditional Grant to PAF monitoring
Expenditure,Recurrent Expenditure,Gomba District,District Government,"18,057",Workplan 10: Planning,2011/12 Approved Budget,Vote: 591,Wage
Expenditure,Recurrent Expenditure,Gomba District,District Government,"19,967",Workplan 10: Planning,2012/13 Approved Budget,Vote: 591,Wage
Expenditure,Recurrent Expenditure,Gomba District,District Government,"20,008",Workplan 10: Planning,2011/12 Approved Budget,Vote: 591,Non Wage
Expenditure,Recurrent Expenditure,Gomba District,District Government,"22,022",Workplan 10: Planning,2012/13 Approved Budget,Vote: 591,Non Wage
Expenditure,Development Expenditure,Gomba District,District Government,0,Workplan 10: Planning,2011/12 Approved Budget,Vote: 591,Domestic Development
Expenditure,Development Expenditure,Gomba District,District Government,0,Workplan 10: Planning,2012/13 Approved Budget,Vote: 591,Domestic Development
Expenditure,Development Expenditure,Gomba District,District Government,0,Workplan 10: Planning,2011/12 Approved Budget,Vote: 591,Donor Development
Expenditure,Development Expenditure,Gomba District,District Government,0,Workplan 10: Planning,2012/13 Approved Budget,Vote: 591,Donor Development
Revenue,Recurrent Revenues,Gomba District,District Government,"17,542",Workplan 11: Internal Audit,2011/12 Approved Budget,Vote: 591,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Gomba District,District Government,"31,347",Workplan 11: Internal Audit,2012/13 Approved Budget,Vote: 591,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Gomba District,District Government,487,Workplan 11: Internal Audit,2011/12 Approved Budget,Vote: 591,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Gomba District,District Government,"7,975",Workplan 11: Internal Audit,2012/13 Approved Budget,Vote: 591,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Gomba District,District Government,"8,567",Workplan 11: Internal Audit,2011/12 Approved Budget,Vote: 591,Locally Raised Revenues
Revenue,Recurrent Revenues,Gomba District,District Government,"5,098",Workplan 11: Internal Audit,2012/13 Approved Budget,Vote: 591,Locally Raised Revenues
Revenue,Recurrent Revenues,Gomba District,District Government,"1,233",Workplan 11: Internal Audit,2011/12 Approved Budget,Vote: 591,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Gomba District,District Government,"2,613",Workplan 11: Internal Audit,2012/13 Approved Budget,Vote: 591,Conditional Grant to PAF monitoring
Expenditure,Recurrent Expenditure,Gomba District,District Government,"17,542",Workplan 11: Internal Audit,2011/12 Approved Budget,Vote: 591,Wage
Expenditure,Recurrent Expenditure,Gomba District,District Government,"31,347",Workplan 11: Internal Audit,2012/13 Approved Budget,Vote: 591,Wage
Expenditure,Recurrent Expenditure,Gomba District,District Government,"10,287",Workplan 11: Internal Audit,2011/12 Approved Budget,Vote: 591,Non Wage
Expenditure,Recurrent Expenditure,Gomba District,District Government,"15,686",Workplan 11: Internal Audit,2012/13 Approved Budget,Vote: 591,Non Wage
Expenditure,Development Expenditure,Gomba District,District Government,0,Workplan 11: Internal Audit,2011/12 Approved Budget,Vote: 591,Domestic Development
Expenditure,Development Expenditure,Gomba District,District Government,0,Workplan 11: Internal Audit,2012/13 Approved Budget,Vote: 591,Domestic Development
Expenditure,Development Expenditure,Gomba District,District Government,0,Workplan 11: Internal Audit,2011/12 Approved Budget,Vote: 591,Donor Development
Expenditure,Development Expenditure,Gomba District,District Government,0,Workplan 11: Internal Audit,2012/13 Approved Budget,Vote: 591,Donor Development
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 1a: Administration,2011/12 Approved Budget,Vote: 517,Other Transfers from Central Government
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 1a: Administration,2012/13 Approved Budget,Vote: 517,Other Transfers from Central Government
Revenue,Recurrent Revenues,Kamuli District,District Government,"220,800",Workplan 1a: Administration,2011/12 Approved Budget,Vote: 517,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,"204,557",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 517,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 1a: Administration,2011/12 Approved Budget,Vote: 517,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kamuli District,District Government,"353,647",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 517,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kamuli District,District Government,"447,178",Workplan 1a: Administration,2011/12 Approved Budget,Vote: 517,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,"490,662",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 517,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 1a: Administration,2011/12 Approved Budget,Vote: 517,Unspent balances - UnConditional Grants
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 1a: Administration,2012/13 Approved Budget,Vote: 517,Unspent balances - UnConditional Grants
Revenue,Recurrent Revenues,Kamuli District,District Government,"15,888",Workplan 1a: Administration,2011/12 Approved Budget,Vote: 517,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamuli District,District Government,"49,614",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 517,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamuli District,District Government,"6,969",Workplan 1a: Administration,2011/12 Approved Budget,Vote: 517,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Kamuli District,District Government,"13,088",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 517,Conditional Grant to PAF monitoring
Revenue,Development Revenues,Kamuli District,District Government,,Workplan 1a: Administration,2011/12 Approved Budget,Vote: 517,Unspent balances - Conditional Grants
Revenue,Development Revenues,Kamuli District,District Government,,Workplan 1a: Administration,2012/13 Approved Budget,Vote: 517,Unspent balances - Conditional Grants
Revenue,Development Revenues,Kamuli District,District Government,"114,749",Workplan 1a: Administration,2011/12 Approved Budget,Vote: 517,District Unconditional Grant - Non Wage
Revenue,Development Revenues,Kamuli District,District Government,"118,754",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 517,District Unconditional Grant - Non Wage
Revenue,Development Revenues,Kamuli District,District Government,"144,583",Workplan 1a: Administration,2011/12 Approved Budget,Vote: 517,LGMSD (Former LGDP)
Revenue,Development Revenues,Kamuli District,District Government,"324,358",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 517,LGMSD (Former LGDP)
Revenue,Development Revenues,Kamuli District,District Government,"9,643",Workplan 1a: Administration,2011/12 Approved Budget,Vote: 517,Locally Raised Revenues
Revenue,Development Revenues,Kamuli District,District Government,"9,695",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 517,Locally Raised Revenues
Revenue,Development Revenues,Kamuli District,District Government,,Workplan 1a: Administration,2011/12 Approved Budget,Vote: 517,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kamuli District,District Government,"54,266",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 517,Multi-Sectoral Transfers to LLGs
Expenditure,Recurrent Expenditure,Kamuli District,District Government,"447,178",Workplan 1a: Administration,2011/12 Approved Budget,Vote: 517,Wage
Expenditure,Recurrent Expenditure,Kamuli District,District Government,"611,040",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 517,Wage
Expenditure,Recurrent Expenditure,Kamuli District,District Government,"243,657",Workplan 1a: Administration,2011/12 Approved Budget,Vote: 517,Non Wage
Expenditure,Recurrent Expenditure,Kamuli District,District Government,"500,528",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 517,Non Wage
Expenditure,Development Expenditure,Kamuli District,District Government,"268,975",Workplan 1a: Administration,2011/12 Approved Budget,Vote: 517,Domestic Development
Expenditure,Development Expenditure,Kamuli District,District Government,"507,073",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 517,Domestic Development
Expenditure,Development Expenditure,Kamuli District,District Government,0,Workplan 1a: Administration,2011/12 Approved Budget,Vote: 517,Donor Development
Expenditure,Development Expenditure,Kamuli District,District Government,0,Workplan 1a: Administration,2012/13 Approved Budget,Vote: 517,Donor Development
Revenue,Recurrent Revenues,Kamuli District,District Government,"114,646",Workplan 1b: Multi-sectoral Transfers to LLGs,2011/12 Approved Budget,Vote: 517,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 1b: Multi-sectoral Transfers to LLGs,2012/13 Approved Budget,Vote: 517,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 1b: Multi-sectoral Transfers to LLGs,2011/12 Approved Budget,Vote: 517,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 1b: Multi-sectoral Transfers to LLGs,2012/13 Approved Budget,Vote: 517,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,"246,287",Workplan 1b: Multi-sectoral Transfers to LLGs,2011/12 Approved Budget,Vote: 517,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 1b: Multi-sectoral Transfers to LLGs,2012/13 Approved Budget,Vote: 517,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamuli District,District Government,"309,046",Workplan 1b: Multi-sectoral Transfers to LLGs,2011/12 Approved Budget,Vote: 517,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 1b: Multi-sectoral Transfers to LLGs,2012/13 Approved Budget,Vote: 517,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,"95,399",Workplan 1b: Multi-sectoral Transfers to LLGs,2011/12 Approved Budget,Vote: 517,Urban Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 1b: Multi-sectoral Transfers to LLGs,2012/13 Approved Budget,Vote: 517,Urban Unconditional Grant - Non Wage
Revenue,Development Revenues,Kamuli District,District Government,,Workplan 1b: Multi-sectoral Transfers to LLGs,2011/12 Approved Budget,Vote: 517,Other Transfers from Central Government
Revenue,Development Revenues,Kamuli District,District Government,,Workplan 1b: Multi-sectoral Transfers to LLGs,2012/13 Approved Budget,Vote: 517,Other Transfers from Central Government
Revenue,Development Revenues,Kamuli District,District Government,"539,008",Workplan 1b: Multi-sectoral Transfers to LLGs,2011/12 Approved Budget,Vote: 517,LGMSD (Former LGDP)
Revenue,Development Revenues,Kamuli District,District Government,,Workplan 1b: Multi-sectoral Transfers to LLGs,2012/13 Approved Budget,Vote: 517,LGMSD (Former LGDP)
Expenditure,Recurrent Expenditure,Kamuli District,District Government,"114,646",Workplan 1b: Multi-sectoral Transfers to LLGs,2011/12 Approved Budget,Vote: 517,Wage
Expenditure,Recurrent Expenditure,Kamuli District,District Government,0,Workplan 1b: Multi-sectoral Transfers to LLGs,2012/13 Approved Budget,Vote: 517,Wage
Expenditure,Recurrent Expenditure,Kamuli District,District Government,"650,732",Workplan 1b: Multi-sectoral Transfers to LLGs,2011/12 Approved Budget,Vote: 517,Non Wage
Expenditure,Recurrent Expenditure,Kamuli District,District Government,0,Workplan 1b: Multi-sectoral Transfers to LLGs,2012/13 Approved Budget,Vote: 517,Non Wage
Expenditure,Development Expenditure,Kamuli District,District Government,"539,008",Workplan 1b: Multi-sectoral Transfers to LLGs,2011/12 Approved Budget,Vote: 517,Domestic Development
Expenditure,Development Expenditure,Kamuli District,District Government,0,Workplan 1b: Multi-sectoral Transfers to LLGs,2012/13 Approved Budget,Vote: 517,Domestic Development
Expenditure,Development Expenditure,Kamuli District,District Government,0,Workplan 1b: Multi-sectoral Transfers to LLGs,2011/12 Approved Budget,Vote: 517,Donor Development
Expenditure,Development Expenditure,Kamuli District,District Government,0,Workplan 1b: Multi-sectoral Transfers to LLGs,2012/13 Approved Budget,Vote: 517,Donor Development
Revenue,Recurrent Revenues,Kamuli District,District Government,"65,000",Workplan 2: Finance,2011/12 Approved Budget,Vote: 517,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,"43,000",Workplan 2: Finance,2012/13 Approved Budget,Vote: 517,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 2: Finance,2011/12 Approved Budget,Vote: 517,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kamuli District,District Government,"196,907",Workplan 2: Finance,2012/13 Approved Budget,Vote: 517,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kamuli District,District Government,"166,259",Workplan 2: Finance,2011/12 Approved Budget,Vote: 517,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,"194,523",Workplan 2: Finance,2012/13 Approved Budget,Vote: 517,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 2: Finance,2011/12 Approved Budget,Vote: 517,Unspent balances - UnConditional Grants
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 2: Finance,2012/13 Approved Budget,Vote: 517,Unspent balances - UnConditional Grants
Revenue,Recurrent Revenues,Kamuli District,District Government,"100,339",Workplan 2: Finance,2011/12 Approved Budget,Vote: 517,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamuli District,District Government,"53,528",Workplan 2: Finance,2012/13 Approved Budget,Vote: 517,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamuli District,District Government,"5,495",Workplan 2: Finance,2011/12 Approved Budget,Vote: 517,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Kamuli District,District Government,"10,320",Workplan 2: Finance,2012/13 Approved Budget,Vote: 517,Conditional Grant to PAF monitoring
Revenue,Development Revenues,Kamuli District,District Government,,Workplan 2: Finance,2011/12 Approved Budget,Vote: 517,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kamuli District,District Government,"5,271",Workplan 2: Finance,2012/13 Approved Budget,Vote: 517,Multi-Sectoral Transfers to LLGs
Expenditure,Recurrent Expenditure,Kamuli District,District Government,"166,259",Workplan 2: Finance,2011/12 Approved Budget,Vote: 517,Wage
Expenditure,Recurrent Expenditure,Kamuli District,District Government,"194,523",Workplan 2: Finance,2012/13 Approved Budget,Vote: 517,Wage
Expenditure,Recurrent Expenditure,Kamuli District,District Government,"170,834",Workplan 2: Finance,2011/12 Approved Budget,Vote: 517,Non Wage
Expenditure,Recurrent Expenditure,Kamuli District,District Government,"303,755",Workplan 2: Finance,2012/13 Approved Budget,Vote: 517,Non Wage
Expenditure,Development Expenditure,Kamuli District,District Government,0,Workplan 2: Finance,2011/12 Approved Budget,Vote: 517,Domestic Development
Expenditure,Development Expenditure,Kamuli District,District Government,"5,271",Workplan 2: Finance,2012/13 Approved Budget,Vote: 517,Domestic Development
Expenditure,Development Expenditure,Kamuli District,District Government,0,Workplan 2: Finance,2011/12 Approved Budget,Vote: 517,Donor Development
Expenditure,Development Expenditure,Kamuli District,District Government,0,Workplan 2: Finance,2012/13 Approved Budget,Vote: 517,Donor Development
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 517,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kamuli District,District Government,"307,777",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 517,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kamuli District,District Government,"77,464",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 517,Conditional transfers to DSC Operational Costs
Revenue,Recurrent Revenues,Kamuli District,District Government,"49,580",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 517,Conditional transfers to DSC Operational Costs
Revenue,Recurrent Revenues,Kamuli District,District Government,"140,400",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 517,Conditional transfers to Salary and Gratuity for LG ele
Revenue,Recurrent Revenues,Kamuli District,District Government,"140,400",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 517,Conditional transfers to Salary and Gratuity for LG ele
Revenue,Recurrent Revenues,Kamuli District,District Government,"50,000",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 517,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,"53,000",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 517,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,"28,591",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 517,Conditional transfers to Contracts Committee/DSC/PA
Revenue,Recurrent Revenues,Kamuli District,District Government,"28,120",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 517,Conditional transfers to Contracts Committee/DSC/PA
Revenue,Recurrent Revenues,Kamuli District,District Government,"50,000",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 517,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamuli District,District Government,"62,242",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 517,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamuli District,District Government,"4,394",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 517,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Kamuli District,District Government,"8,251",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 517,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 517,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,"55,386",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 517,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 517,Unspent balances - Other Government Transfers
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 517,Unspent balances - Other Government Transfers
Revenue,Recurrent Revenues,Kamuli District,District Government,"135,956",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 517,Conditional transfers to Councillors allowances and Ex
Revenue,Recurrent Revenues,Kamuli District,District Government,"125,400",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 517,Conditional transfers to Councillors allowances and Ex
Revenue,Recurrent Revenues,Kamuli District,District Government,"18,000",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 517,Conditional Grant to DSC Chairs’ Salaries
Revenue,Recurrent Revenues,Kamuli District,District Government,"23,400",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 517,Conditional Grant to DSC Chairs’ Salaries
Revenue,Development Revenues,Kamuli District,District Government,,Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 517,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kamuli District,District Government,"1,500",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 517,Multi-Sectoral Transfers to LLGs
Expenditure,Recurrent Expenditure,Kamuli District,District Government,"158,400",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 517,Wage
Expenditure,Recurrent Expenditure,Kamuli District,District Government,"344,586",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 517,Wage
Expenditure,Recurrent Expenditure,Kamuli District,District Government,"346,406",Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 517,Non Wage
Expenditure,Recurrent Expenditure,Kamuli District,District Government,"508,971",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 517,Non Wage
Expenditure,Development Expenditure,Kamuli District,District Government,0,Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 517,Domestic Development
Expenditure,Development Expenditure,Kamuli District,District Government,"1,500",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 517,Domestic Development
Expenditure,Development Expenditure,Kamuli District,District Government,0,Workplan 3: Statutory Bodies,2011/12 Approved Budget,Vote: 517,Donor Development
Expenditure,Development Expenditure,Kamuli District,District Government,0,Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 517,Donor Development
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 517,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kamuli District,District Government,"20,872",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 517,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kamuli District,District Government,"22,568",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 517,Conditional Grant to Agric. Ext Salaries
Revenue,Recurrent Revenues,Kamuli District,District Government,"27,089",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 517,Conditional Grant to Agric. Ext Salaries
Revenue,Recurrent Revenues,Kamuli District,District Government,"61,355",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 517,Conditional transfers to Production and Marketing
Revenue,Recurrent Revenues,Kamuli District,District Government,"69,668",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 517,Conditional transfers to Production and Marketing
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 517,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 517,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,"7,000",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 517,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamuli District,District Government,"5,000",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 517,Locally Raised Revenues
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 517,Other Transfers from Central Government
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 517,Other Transfers from Central Government
Revenue,Recurrent Revenues,Kamuli District,District Government,"195,607",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 517,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,"204,077",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 517,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 517,Unspent balances - Other Government Transfers
Revenue,Recurrent Revenues,Kamuli District,District Government,,Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 517,Unspent balances - Other Government Transfers
Revenue,Development Revenues,Kamuli District,District Government,"74,989",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 517,Conditional transfers to Production and Marketing
Revenue,Development Revenues,Kamuli District,District Government,"76,349",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 517,Conditional transfers to Production and Marketing
Revenue,Development Revenues,Kamuli District,District Government,"13,636",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 517,LGMSD (Former LGDP)
Revenue,Development Revenues,Kamuli District,District Government,,Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 517,LGMSD (Former LGDP)
Revenue,Development Revenues,Kamuli District,District Government,"1,364",Workplan 4: Production and Marketing,2011/12 Approved Budget,Vote: 517,Locally Raised Revenues
Revenue,Development Revenues,Kamuli District,District Government,"29,757",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 517,Locally Raised Revenues
